gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description,
MASP1,5.054395142,1.731429242,0.75833651,0.002593127,0.00653269,5648,MBL associated serine protease 1,
IGLON5,5.659435016,1.69338382,0.74941782,0.002610209,0.006572587,402665,IgLON family member 5,
RP11-377D9.3,4.412198691,1.962133203,0.881785936,0.002693505,0.006770703,NA,NA,
CTA-481E9.2,2.078365277,-2.692455489,1.536619185,0.002698008,0.006780729,NA,NA,
RP11-142L4.3,15.89972908,-1.028254879,0.409142976,0.002721973,0.006838354,NA,NA,
RP11-58A12.3,4.947503946,-1.802086997,0.818525932,0.002726861,0.00684933,NA,NA,
RDH12,13.7449004,1.02182928,0.403393193,0.002742213,0.006884616,145226,retinol dehydrogenase 12,
LL21NC02-21A1.1,15.69954092,1.118479848,0.456158241,0.002769249,0.006947867,NA,NA,
CTD-2158P22.4,10.97132949,-1.12707497,0.459305814,0.00278704,0.006989847,NA,NA,
RP11-240G22.1,3.638017797,2.349357695,1.046936043,0.002803806,0.007027889,NA,NA,
CTD-2245F17.11,3.072844532,-2.732792559,1.201931323,0.002835172,0.007101787,NA,NA,
XXbac-B476C20.17,3.814435725,2.069966093,0.92860308,0.002942964,0.007362709,NA,NA,
LAMC3,5.763992615,1.565435173,0.693077921,0.002952459,0.007385064,10319,laminin subunit gamma 3,
RP11-305I9.3,11.3750266,-1.071278345,0.434017492,0.002956927,0.00739554,NA,NA,
AC005042.2,7.030566225,-1.375908306,0.595978088,0.002970661,0.007427076,NA,NA,
RP13-15E13.1,11.91640424,1.061081502,0.427647126,0.002972326,0.007429842,NA,NA,
RP11-660I20.4,10.24124673,-1.141795869,0.471392865,0.002972331,0.007429842,NA,NA,
CTC-490E21.11,8.107025696,1.260531887,0.530142324,0.002974494,0.007434544,NA,NA,
KIR2DL1,3.935816714,2.094308955,0.954117858,0.00298773,0.007465508,3802,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1",
RP11-576D8.1,6.875128063,-1.418346378,0.623803588,0.002996693,0.007485863,NA,NA,
RP11-893F2.13,6.736525274,1.400256371,0.605019633,0.002996728,0.007485863,NA,NA,
GRAP2,10.29446481,-1.161542019,0.482266733,0.00299863,0.007489907,9402,GRB2 related adaptor protein 2,
RP11-180C1.1,8.481222382,-1.506500077,0.685673453,0.003016959,0.007534263,NA,NA,
RP11-508N22.2,12.45073916,1.032391416,0.41533813,0.003113389,0.007764057,NA,NA,
TNFSF4,13.17062247,1.057406884,0.429549253,0.003117318,0.007772388,7292,TNF superfamily member 4,
AC005041.10,11.45014563,-1.084017529,0.444527256,0.003122647,0.007783469,NA,NA,
AC007365.1,4.336317358,1.92627061,0.89034037,0.003148223,0.007843435,NA,NA,
AC010969.1,3.809463082,2.052385136,0.936019392,0.003149725,0.007845777,NA,NA,
TMEM221,10.32489648,1.211249028,0.513306483,0.003158063,0.00786506,100130519,transmembrane protein 221,
AC097468.6,11.17879665,1.089276171,0.446403691,0.003188869,0.00793654,NA,NA,
SYN3,7.771905115,1.379479867,0.605905103,0.003192998,0.007946067,8224,synapsin III,
RP11-473M20.11,5.552703306,1.514184189,0.671182693,0.003206047,0.007977035,NA,NA,
AC092159.2,6.740535495,-1.386196098,0.613199386,0.003232752,0.008038936,NA,NA,
HCST,2.157743121,2.601566721,1.539499709,0.003247935,0.008073649,10870,hematopoietic cell signal transducer,
CCDC158,1.548114034,3.465852085,2.573902621,0.003248979,0.00807476,339965,coiled-coil domain containing 158,
RP11-48B24.2,3.221174909,-2.274166723,1.048927307,0.003296285,0.008181507,NA,NA,
NUTM1,7.180031669,-1.294754566,0.56207716,0.003320566,0.008237899,256646,NUT midline carcinoma family member 1,
RP11-790G19.2,1.518166888,3.439249757,2.56994341,0.003339973,0.008284488,NA,NA,
WFDC10B,12.21451381,1.038225609,0.424405265,0.003372821,0.008361251,280664,WAP four-disulfide core domain 10B,
EYS,12.93282366,-1.068430914,0.442574891,0.003376601,0.00836905,346007,eyes shut homolog,
CYCSP39,7.312122961,-1.316650407,0.577690978,0.003377112,0.00836953,342358,CYCS pseudogene 39,
MTTP,9.045975247,1.233892184,0.531992823,0.003430105,0.008490499,4547,microsomal triglyceride transfer protein,
RP11-191N8.2,6.440514692,1.428669276,0.638819507,0.00343162,0.008492656,NA,NA,
RP1-102K2.9,7.162421732,1.343608367,0.595862686,0.00344007,0.008511174,NA,NA,
RP11-982M15.7,2.137017304,2.56133028,1.550068001,0.003461035,0.008559034,NA,NA,
RP11-5C23.2,10.73426555,1.076036178,0.445538742,0.003475423,0.008592198,NA,NA,
HCAR2,13.43478003,1.07827603,0.449521356,0.00349192,0.008628941,338442,hydroxycarboxylic acid receptor 2,
RP11-168O16.1,2.934998782,-2.653859412,1.213957836,0.003492837,0.008630402,NA,NA,
CTD-2383M3.1,7.766529393,1.371782057,0.613061158,0.003511578,0.008672649,NA,NA,
RBAKDN,5.214487451,1.714201243,0.809808446,0.003512382,0.008673823,389458,RBAK downstream neighbor,
RP11-26L20.3,11.6293487,1.034127097,0.42376636,0.003517295,0.008682706,NA,NA,
LRRC14B,3.502794947,2.265079174,1.057132812,0.003520117,0.008688046,389257,leucine rich repeat containing 14B,
RP11-196I2.1,9.065363524,1.174125828,0.49874451,0.003521214,0.00868994,NA,NA,
Sept-05,8.696393543,1.325407358,0.590828814,0.003540835,0.00873428,NA,NA,
CD36,6.307922235,1.405274816,0.629295731,0.003608959,0.008891257,948,CD36 molecule (CD36 blood group),
RP11-521C20.2,5.799097322,1.542280183,0.713918577,0.003652677,0.008990838,NA,NA,
RP11-473E2.2,3.328390195,2.212807119,1.023955412,0.003653381,0.008991731,NA,NA,
AC016734.2,12.0353959,-1.002043953,0.412141605,0.003687829,0.009069749,NA,NA,
AC090587.5,11.09846176,1.061625718,0.442544745,0.003688237,0.009069908,NA,NA,
HSPB9,10.27301539,1.14033491,0.485897663,0.003692701,0.00908004,94086,heat shock protein family B (small) member 9,
PARD3B,11.32081618,1.083103859,0.455718649,0.003707664,0.009113437,117583,par-3 family cell polarity regulator beta,
AC063976.7,12.38731791,1.050020155,0.438463425,0.003730258,0.009167264,NA,NA,
RP11-326C3.7,12.85805216,1.011125493,0.417267924,0.003735872,0.009180207,NA,NA,
AC002310.7,3.533219589,-2.037687324,0.979524834,0.003756238,0.009226816,NA,NA,
RP11-449M6.1,4.073867469,1.828608558,0.861827696,0.003766534,0.009250386,NA,NA,
KB-208E9.1,12.34706667,1.012490865,0.417544529,0.003769982,0.009257992,NA,NA,
GAL3ST1,12.22535599,1.091518317,0.462991488,0.003814915,0.009357887,9514,galactose-3-O-sulfotransferase 1,
TRIM50,9.372709558,1.138507097,0.486719808,0.003828611,0.009386248,135892,tripartite motif containing 50,
TRAV39,5.249715306,1.723382494,0.83516981,0.003869038,0.0094748,28642,T cell receptor alpha variable 39,
IGKV2OR22-3,5.051034168,1.831520293,0.908934224,0.003884917,0.009510157,3529,immunoglobulin kappa variable 2/OR22-3 (pseudogene),
RP11-196G11.3,10.93310561,-1.05886545,0.447078203,0.003906664,0.009561619,NA,NA,
HHIPL1,6.104071128,1.484110923,0.689625938,0.003929784,0.009612857,84439,HHIP like 1,
RP11-757O6.2,12.68336985,1.031647566,0.432855927,0.003959302,0.009683267,NA,NA,
RP11-313D6.3,11.22589681,1.065432242,0.451363519,0.003986436,0.009746918,NA,NA,
LINC00649,12.13545587,1.028386835,0.431236152,0.004018527,0.009819015,100506334,long intergenic non-protein coding RNA 649,
IFNB1,2.150990191,2.504867468,1.602760878,0.004036591,0.009861326,3456,interferon beta 1,
RP11-274A11.4,1.940512334,-2.50172002,1.596055714,0.004058586,0.009912308,NA,NA,
RP11-434I12.2,9.575086765,1.100382275,0.470211765,0.004073679,0.009945997,NA,NA,
PPP1R14A,9.121820695,-1.217599731,0.543051895,0.004082,0.009964882,94274,protein phosphatase 1 regulatory inhibitor subunit 14A,
ADAMTS8,4.073868494,1.816911402,0.874053405,0.004093635,0.009991438,11095,ADAM metallopeptidase with thrombospondin type 1 motif 8,
FXYD4,7.246490385,1.267401174,0.565129856,0.004103559,0.010013808,53828,FXYD domain containing ion transport regulator 4,
RP11-1047D15.2,2.958055463,2.530870064,1.180053889,0.004109484,0.010026412,NA,NA,
PLVAP,2.962041169,2.529829263,1.181084129,0.004117532,0.010044192,83483,plasmalemma vesicle associated protein,
IRGM,7.178409372,-1.286358354,0.583248516,0.004190713,0.010208554,345611,immunity related GTPase M,
RP11-93B14.5,11.95903573,-1.084563036,0.468426688,0.004191642,0.010209875,NA,NA,
RN7SL472P,2.043166243,-2.538294456,1.662100822,0.004198081,0.010223671,106479395,"RNA, 7SL, cytoplasmic 472, pseudogene",
RP11-74J13.2,12.02412167,-1.026397766,0.436063261,0.004210534,0.010249269,NA,NA,
RP11-297N6.4,4.717210843,1.590214605,0.751891054,0.004226971,0.010286434,NA,NA,
C5orf60,3.055462635,2.551053866,1.2189891,0.004246467,0.010328165,NA,NA,
RP11-307B6.3,1.436231806,3.241697212,2.605097013,0.004250826,0.010337816,NA,NA,
STXBP5L,1.417976031,-3.369858563,2.709526284,0.004263579,0.010367874,9515,syntaxin binding protein 5L,
CCDC26,1.412070358,-3.362804985,2.709562901,0.004295501,0.010439729,137196,CCDC26 long non-coding RNA,
ECSCR,1.40527219,-3.355228078,2.709781584,0.004331816,0.010524113,641700,endothelial cell surface expressed chemotaxis and apoptosis regulator,
RP11-1008C21.2,9.954187094,-1.145776025,0.506531372,0.004343539,0.010550651,NA,NA,
RP11-351I21.2,8.287223091,-1.206295809,0.544459293,0.004417668,0.010716796,NA,NA,
CHRNG,7.763173718,-1.28269602,0.592182056,0.004442671,0.01077261,1146,cholinergic receptor nicotinic gamma subunit,
RP11-170K4.2,11.65514499,1.073237344,0.46475827,0.004457635,0.010804923,NA,NA,
RP11-139H15.6,5.813013304,1.408933679,0.65783477,0.004475088,0.010844242,NA,NA,
IGKV1OR22-1,4.022457904,2.020010689,1.034097415,0.004489583,0.01087519,3530,immunoglobulin kappa variable 1/OR22-1 (pseudogene),
GRM1,7.49102159,1.219698478,0.546760196,0.004511134,0.010923566,2911,glutamate metabotropic receptor 1,
IZUMO1,5.7077006,1.512982744,0.730772351,0.004555169,0.011023116,284359,izumo sperm-oocyte fusion 1,
CTD-2337I7.1,11.39544658,1.040477,0.447234322,0.004569802,0.011056498,NA,NA,
SHISA7,10.08680886,1.039045578,0.444945748,0.004570491,0.011057153,729956,shisa family member 7,
CTA-126B4.7,6.864607807,1.284276773,0.5875231,0.004580385,0.011077306,NA,NA,
CTC-548K16.2,7.95402987,1.209346841,0.544287792,0.004594961,0.011110242,NA,NA,
GRM4,7.115315194,1.237362079,0.559711798,0.004632728,0.011194381,2914,glutamate metabotropic receptor 4,
RP5-968J1.1,6.934193475,1.28886843,0.593688713,0.004656757,0.011248325,NA,NA,
RP11-126F18.1,1.917969053,-2.438164596,1.636485056,0.004664879,0.011265881,NA,NA,
KLHL10,7.226751505,1.255260208,0.573289449,0.004684212,0.011308432,317719,kelch like family member 10,
CTD-3065J16.6,9.192453811,-1.153272617,0.518185441,0.004701621,0.011347346,NA,NA,
CHRDL2,5.667832209,1.629228171,0.823340307,0.004740581,0.011436149,25884,chordin like 2,
RP11-367G6.2,2.86767812,2.458798977,1.183047409,0.004742425,0.011439551,NA,NA,
SRMS,10.29793297,1.066254659,0.464433359,0.004744291,0.011443006,6725,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,
RP11-43F13.3,5.357286447,1.554990797,0.765557818,0.00474594,0.011444891,NA,NA,
SAA1,3.983792656,1.770235203,0.87664331,0.00476776,0.011491211,6288,serum amyloid A1,
VMO1,6.302535967,1.376559936,0.652692672,0.00480407,0.011571328,284013,vitelline membrane outer layer 1 homolog,
RP13-941N14.1,4.324588605,1.648138318,0.809467324,0.004817409,0.011600283,NA,NA,
DUX4L50,6.565158253,1.325414163,0.620239415,0.004839655,0.011650662,106480350,double homeobox 4 like 50 (pseudogene),
KRT8P26,6.171286098,1.356156197,0.638171381,0.004842578,0.011656635,390211,keratin 8 pseudogene 26,
RP5-836E8.1,7.051856536,-1.250954861,0.57868008,0.004865017,0.011706377,NA,NA,
RP5-1063M23.3,11.64830939,-1.034859482,0.451888847,0.004873969,0.011726849,NA,NA,
NR2E1,6.131954939,1.345975449,0.633821475,0.004929988,0.011847593,7101,nuclear receptor subfamily 2 group E member 1,
AC108171.5,9.163099737,1.099430408,0.48635433,0.004953218,0.011899786,NA,NA,
KCNE3,7.22514226,1.447974022,0.713735036,0.004962042,0.011917027,10008,potassium voltage-gated channel subfamily E regulatory subunit 3,
RP11-510N19.5,3.419328542,2.175948691,1.115231816,0.004978678,0.011955895,NA,NA,
AC093611.1,10.50753216,1.098278981,0.488374304,0.004983895,0.011967333,NA,NA,
ACTN3,8.679446193,1.173158293,0.532184237,0.00499537,0.011992705,89,actinin alpha 3,
KIR3DL3,1.433320171,3.143897922,2.689797507,0.005089905,0.012200796,115653,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3",
CTD-2611K5.6,8.374254141,1.181918194,0.540797662,0.005103096,0.012227971,NA,NA,
RP5-1119A7.14,2.862855536,2.431951023,1.202970446,0.005151695,0.012334594,NA,NA,
RP3-510D11.2,3.664883031,1.915841446,0.983124554,0.005162598,0.012357089,NA,NA,
RP11-843B15.4,5.854357435,-1.379579065,0.670941718,0.005173564,0.012378846,NA,NA,
ALPPL2,7.133113243,1.424536008,0.70520564,0.005202281,0.012443045,NA,NA,
AC073465.1,9.438212923,-1.060927183,0.471068165,0.005210099,0.012460616,NA,NA,
RP3-347M6.2,4.416469951,-1.590409815,0.803052694,0.00522626,0.012494592,NA,NA,
SNORA66,8.521982165,-1.16996155,0.540102373,0.005231351,0.012504644,26782,"small nucleolar RNA, H/ACA box 66",
CTD-2561B21.5,7.94320842,-1.208983748,0.566542492,0.005264041,0.012575949,NA,NA,
RP11-385D13.1,5.767456383,1.392905686,0.673487824,0.005312988,0.01268485,NA,NA,
RP4-647C14.3,5.170931771,1.50485378,0.749869698,0.005328789,0.012721422,NA,NA,
RP11-162D16.4,6.329670754,-1.277939074,0.607115699,0.005352501,0.012774566,NA,NA,
RP1-120G22.11,9.646059366,1.150644744,0.529402775,0.005373268,0.012818332,NA,NA,
WI2-89031B12.1,9.603559847,1.080883829,0.484584969,0.005390248,0.012856516,NA,NA,
AC074391.1,7.755576022,-1.188603553,0.554462552,0.005408423,0.012897534,NA,NA,
TMEM170B,9.610122839,1.162230228,0.536920265,0.005443274,0.012970097,100113407,transmembrane protein 170B,
CTD-2245E15.3,4.81746615,1.58415649,0.80620611,0.005486507,0.01306532,NA,NA,
VWA2,7.089553405,1.22532627,0.572440796,0.005486702,0.01306532,340706,von Willebrand factor A domain containing 2,
AC018641.6,10.55538352,-1.031983639,0.46051425,0.005514527,0.013125659,NA,NA,
AC004988.1,2.035714581,2.343097314,1.662766435,0.005519075,0.013135298,NA,NA,
BTBD11,6.283245751,-1.270261522,0.605877219,0.005531692,0.013162953,NA,NA,
RP11-173E2.1,9.57898637,-1.019131379,0.451426999,0.005559357,0.013218628,NA,NA,
RP11-316C12.2,8.181566148,1.158754728,0.533945864,0.005566828,0.013233438,NA,NA,
DPRXP3,2.868259168,-2.478188952,1.311730961,0.005574151,0.013249653,503644,divergent-paired related homeobox pseudogene 3,
BEX2,10.16312002,1.111531269,0.507380279,0.005590494,0.013286105,84707,brain expressed X-linked 2,
AP000442.4,1.412317456,3.0748147,2.733303276,0.005606688,0.013315001,NA,NA,
SOWAHA,8.502975492,1.125745274,0.516038586,0.005678899,0.01347679,134548,sosondowah ankyrin repeat domain family member A,
RP11-23N2.4,3.266396482,2.068014714,1.087185726,0.005713308,0.013551136,NA,NA,
RP11-459K23.1,1.31049052,-3.087891692,2.784059932,0.005715929,0.013556136,NA,NA,
GJA9,1.925684468,2.255698343,1.609506849,0.005717464,0.013558559,81025,gap junction protein alpha 9,
C5orf49,5.229541996,1.645674373,0.880357279,0.005731142,0.013588552,NA,NA,
AC040963.1,1.916598477,2.276850582,1.609606486,0.005736046,0.013598958,NA,NA,
FABP4,3.380014448,-2.182965249,1.220208747,0.005744883,0.013618686,2167,fatty acid binding protein 4,
FABP5L3,5.497220298,-1.39447722,0.699740088,0.005773806,0.013682406,NA,NA,
AKAP14,3.946088512,1.715790395,0.897055771,0.005872995,0.013906147,158798,A-kinase anchoring protein 14,
ALLC,5.273484477,1.522896255,0.78597936,0.005877773,0.013914965,55821,allantoicase,
CTD-2373J19.1,11.11853358,-1.021669482,0.458853497,0.005877636,0.013914965,NA,NA,
AC022182.2,6.973424184,-1.205237308,0.574153006,0.00589739,0.013957651,NA,NA,
AC114730.2,4.869804639,1.568259882,0.816665303,0.005910968,0.013987277,NA,NA,
OR2A20P,8.36782261,1.171815327,0.551806683,0.005918227,0.0140032,401428,olfactory receptor family 2 subfamily A member 20 pseudogene,
AC011330.8,4.02211775,1.725783389,0.912563493,0.005943647,0.014057044,NA,NA,
RP11-17P16.1,8.931132312,-1.093065487,0.505993844,0.006042735,0.014273487,NA,NA,
RP11-74M13.5,10.86916516,1.012784649,0.454877125,0.006099277,0.014401888,NA,NA,
AC004797.1,8.997088078,-1.093555466,0.508386671,0.006113507,0.014434198,NA,NA,
NRXN3,3.302490218,2.081923561,1.1285865,0.006139601,0.014488032,9369,neurexin 3,
CTD-2527I21.5,10.06556513,1.018281788,0.458901891,0.00620196,0.014618195,NA,NA,
RP11-19G24.3,2.581900769,-2.360918338,1.238710291,0.006210527,0.014637079,NA,NA,
FAM87B,8.841755192,1.105157813,0.513079379,0.006220552,0.014659398,400728,family with sequence similarity 87 member B,
RNA5SP323,1.29993482,-3.024579475,2.836820537,0.006223482,0.014664992,100873589,"RNA, 5S ribosomal pseudogene 323",
RP11-424M24.3,6.957339842,-1.209177385,0.584064572,0.006261814,0.014748734,NA,NA,
TRG-AS1,9.175670235,1.083778621,0.501635315,0.006334126,0.0149124,100506776,T cell receptor gamma locus antisense RNA 1,
LGALS9B,1.274527138,-2.987607883,2.844193548,0.006446156,0.015157224,284194,galectin 9B,
RP11-255B23.3,3.713889523,-1.726915804,0.944385016,0.006448855,0.015161288,NA,NA,
TGFBR3L,11.25545343,-1.064874635,0.497091374,0.00645505,0.015174082,100507588,transforming growth factor beta receptor 3 like,
DPYS,4.622282114,1.498531515,0.777519286,0.006457879,0.015176677,1807,dihydropyrimidinase,
RP11-560I19.4,6.427649394,1.261958989,0.622119081,0.006484582,0.015234006,NA,NA,
MIR3153,5.129308946,-1.538808458,0.842564641,0.006541409,0.015359305,100422936,microRNA 3153,
MIR3176,7.401921637,-1.275098542,0.642803963,0.006556139,0.015391154,100423037,microRNA 3176,
PCNPP,8.056536426,-1.090106064,0.511806171,0.006617325,0.015530649,NA,NA,
AD000864.6,8.291450861,1.146423481,0.549512672,0.006661546,0.015623319,NA,NA,
RP11-9N20.3,3.25717983,2.029662541,1.126347471,0.006689445,0.015687358,NA,NA,
RP5-908M14.5,5.506237498,1.413465481,0.734544574,0.0067014,0.015711206,NA,NA,
ATP13A5,2.743748505,2.293793203,1.23110519,0.006757491,0.015837081,344905,ATPase 13A5,
RP11-333J10.3,4.119499364,-1.623710543,0.894966664,0.006768705,0.015861956,NA,NA,
SLC2A14,4.770397811,1.531998648,0.820639532,0.006776812,0.015879544,144195,solute carrier family 2 member 14,
CLDN18,7.657949639,1.222466163,0.602868664,0.006791756,0.015913147,51208,claudin 18,
AC005355.2,2.941882171,-2.014214638,1.120968075,0.006792911,0.015914441,NA,NA,
AC017080.1,4.202163612,-1.490501543,0.785657641,0.006803996,0.015938058,NA,NA,
AP000550.1,4.678404913,-1.458955454,0.77183065,0.006804443,0.015938058,NA,NA,
KEL,7.198249669,1.220819537,0.600991456,0.006811107,0.015948577,3792,Kell metallo-endopeptidase (Kell blood group),
RP11-231C14.3,6.09079849,-1.294647346,0.658159027,0.006815439,0.015956327,NA,NA,
CTD-2516F10.2,4.68269137,1.51442076,0.804476972,0.006818207,0.015960955,NA,NA,
FSBP,2.717129587,2.304585656,1.237044953,0.006875167,0.016088586,100861412,fibrinogen silencer binding protein,
CLDN24,11.89071064,-1.010659696,0.467309801,0.006879931,0.016098307,100132463,claudin 24,
L29074.3,3.067521925,1.994202653,1.08672238,0.006933865,0.016218755,NA,NA,
LY6G6C,1.933274275,2.169040775,1.702202726,0.006948419,0.016248479,80740,lymphocyte antigen 6 family member G6C,
RP11-673P17.4,2.561671602,-2.300261835,1.263266163,0.006949547,0.016249677,NA,NA,
SERPIND1,6.003597317,-1.391254494,0.737364549,0.006960349,0.016273493,3053,serpin family D member 1,
RASSF6,7.081776137,1.17994496,0.577274829,0.007054086,0.016476597,166824,Ras association domain family member 6,
RP11-478C19.2,4.578385104,-1.424752853,0.751686595,0.007071577,0.016514528,NA,NA,
RP11-694F24.2,7.493802686,-1.27929206,0.660629921,0.007086205,0.016545761,NA,NA,
KLRG2,7.089946684,-1.291374882,0.669152932,0.007102754,0.016581469,346689,killer cell lectin like receptor G2,
TSGA10IP,1.819916445,-2.143839982,1.75893314,0.007102465,0.016581469,254187,testis specific 10 interacting protein,
TF,4.822955604,1.397043567,0.722778941,0.007144308,0.016672137,7018,transferrin,
RP11-845M18.3,11.0775942,1.014436839,0.472355898,0.007154359,0.016693083,NA,NA,
AC084809.2,8.231021118,1.268604752,0.65554242,0.007231881,0.016860549,NA,NA,
RP5-856G1.2,1.315408801,2.790259302,2.845317685,0.007279622,0.016970354,NA,NA,
AC066692.5,1.314202242,2.788469044,2.845712082,0.00729089,0.016993619,NA,NA,
RP11-120M18.2,3.718431132,1.621189572,0.876157898,0.007294125,0.016999659,NA,NA,
SNORA51,4.217369701,-1.475811739,0.794798292,0.00733204,0.017079481,677831,"small nucleolar RNA, H/ACA box 51",
RP11-468E2.9,3.073125403,1.971029419,1.099236256,0.007353014,0.017123296,NA,NA,
RP11-501O2.2,7.03773119,-1.207557177,0.60820987,0.007383147,0.017187405,NA,NA,
PTGDS,7.760589284,1.203135518,0.605469717,0.007412685,0.017253123,5730,prostaglandin D2 synthase,
RP11-647K16.1,7.096845227,-1.131833361,0.553249347,0.007427868,0.017286937,NA,NA,
C22orf42,3.608902554,-1.656123933,0.932264213,0.007433413,0.017296791,150297,chromosome 22 open reading frame 42,
RP11-353N14.5,9.940626572,1.121077613,0.548044383,0.00744818,0.01732657,NA,NA,
RP5-1139B12.2,5.846629404,-1.242792914,0.631027511,0.007453227,0.017336782,NA,NA,
CTA-268H5.14,5.67530298,1.320623973,0.683675423,0.007460508,0.01735219,NA,NA,
AC005356.1,7.111255781,1.199654305,0.599030449,0.00747661,0.017380214,NA,NA,
EPHA8,4.47548677,1.45075808,0.77108568,0.007500869,0.017432238,2046,EPH receptor A8,
MIR589,5.050839756,-1.40261671,0.754853573,0.007507608,0.017446364,693174,microRNA 589,
AC109585.1,10.00804807,1.006346152,0.469300496,0.007518402,0.017468005,NA,NA,
RP11-9N20.1,3.083348976,1.968027527,1.108376873,0.007518906,0.017468005,NA,NA,
RP11-162G10.5,10.15782291,1.022156767,0.480807508,0.007547612,0.017529825,NA,NA,
DOK5,1.286668214,2.747512755,2.85548802,0.007554142,0.017542146,55816,docking protein 5,
PSG7,7.098789987,1.196781946,0.59858537,0.007564122,0.01756223,5676,pregnancy specific beta-1-glycoprotein 7,
PMS2P10,7.087683856,-1.132138201,0.556168255,0.00759484,0.017628899,100288713,"PMS1 homolog 2, mismatch repair system component pseudogene 10",
RP11-263F19.1,5.591929235,-1.282857909,0.665400543,0.007605493,0.017650374,NA,NA,
RP11-548C21.1,5.587815771,-1.285005194,0.666988418,0.007617854,0.017672992,NA,NA,
RP11-360O19.4,7.50365208,1.09734507,0.528157197,0.00761776,0.017672992,NA,NA,
RP11-688I9.2,4.117024743,-1.580334236,0.903172891,0.007653818,0.017751746,NA,NA,
RP11-290F5.2,7.983225921,1.095983556,0.529875289,0.007669608,0.017785242,NA,NA,
AC010746.4,8.723128823,-1.115430484,0.54986024,0.007680167,0.017806769,NA,NA,
RP11-23B5.1,1.291704134,-2.844781884,3.036643321,0.007682188,0.01780972,NA,NA,
CD247,5.419379524,1.369599893,0.729773992,0.007688401,0.01782256,919,CD247 molecule,
ALB,4.06470345,1.51358304,0.819371893,0.007737752,0.017932234,213,albumin,
RP11-399O19.5,10.1633073,-1.082428373,0.528990199,0.007761952,0.017986739,NA,NA,
RP11-510M2.5,3.174053416,-1.773825389,1.016249376,0.007816493,0.018105179,NA,NA,
RP11-964E11.2,1.312291293,2.724516392,2.919070845,0.00782078,0.018113519,NA,NA,
RP11-351J23.1,3.340595722,1.732232587,0.969812321,0.007871032,0.018220313,NA,NA,
AL928742.10,3.603191843,-1.653176104,0.948419535,0.007872889,0.018223015,NA,NA,
RP11-519G16.5,3.472825054,1.74662997,1.002427571,0.007935622,0.018361778,NA,NA,
RP11-388B24.3,9.849765821,-1.030770499,0.495201939,0.007941666,0.018372541,NA,NA,
RP5-1086D14.1,3.981271853,-1.544808531,0.876745568,0.00794915,0.018386853,NA,NA,
RP3-393E18.2,3.375996457,1.734216601,0.979036533,0.007951854,0.018389664,NA,NA,
RP11-567E21.3,3.94063665,1.662970841,0.956294251,0.007960343,0.018407682,NA,NA,
RP11-168K9.1,4.015933412,-1.716019401,1.05285213,0.008002136,0.018499463,NA,NA,
RNU1-47P,1.794712299,2.021297144,1.676917208,0.008055144,0.018607341,106480161,"RNA, U1 small nuclear 47, pseudogene",
RP11-486M23.3,2.433790951,-2.206102141,1.255428708,0.00807882,0.018653396,NA,NA,
CTD-2562G15.3,7.750165928,-1.081009201,0.530265269,0.00809561,0.018687733,NA,NA,
CTC-559E9.12,5.141940139,1.451557503,0.80755588,0.008109887,0.018717414,NA,NA,
RP11-92K15.3,6.684620266,1.194181442,0.607234508,0.008125872,0.018752667,NA,NA,
CTB-127C13.1,2.717907631,2.224368866,1.287083643,0.008158835,0.018822157,NA,NA,
AC012358.8,6.058337157,1.273619978,0.667912093,0.008173481,0.018852648,NA,NA,
PALM2-AKAP2,4.410529735,-1.379849082,0.743414095,0.008180143,0.018864717,NA,NA,
LRRC2-AS1,7.999627555,1.087086896,0.533677851,0.008266296,0.019051474,83598,LRRC2 antisense RNA 1,
EPX,9.716254392,1.011332764,0.483255701,0.008292987,0.019108259,8288,eosinophil peroxidase,
RP11-893F2.6,5.443360013,1.365021313,0.744417732,0.008295901,0.019113305,NA,NA,
C11orf72,5.326174255,1.346571526,0.725633045,0.008303451,0.019129028,NA,NA,
RP11-365F18.6,9.271973862,-1.014601055,0.487415228,0.008314323,0.019150731,NA,NA,
CTC-236F12.4,4.545584213,1.449624533,0.801671956,0.008335406,0.019195942,NA,NA,
AC064836.3,2.443637584,-2.196884353,1.272511295,0.008362225,0.019250988,NA,NA,
CTD-2325P2.2,1.292699183,2.651391644,2.984028034,0.008362969,0.019251021,NA,NA,
DSC3,7.854262214,1.070366284,0.522703559,0.008416537,0.01936251,1825,desmocollin 3,
RP11-734I18.1,4.476230568,-1.376598096,0.75218105,0.008444817,0.019422489,NA,NA,
RP11-440G5.2,6.442693704,1.149858719,0.579466028,0.008586269,0.019727192,NA,NA,
AC005392.13,1.770652736,2.003887179,1.701202376,0.008598977,0.01975123,NA,NA,
RP11-64D22.5,1.672721555,-2.009488611,1.752684665,0.008606196,0.019763271,NA,NA,
KRTAP2-3,12.42741906,-1.026829666,0.505189202,0.008613938,0.019778711,730755,keratin associated protein 2-3,
AC013470.7,5.2747904,1.331257513,0.721035487,0.008639295,0.019826584,NA,NA,
SLFN11,6.099223081,-1.181926846,0.61165111,0.008706879,0.019971266,91607,schlafen family member 11,
