gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description,
TTC6,2.682242411,2.163851586,1.285062961,0.008813044,0.020188465,319089,tetratricopeptide repeat domain 6,
RP5-874C20.7,3.448503312,1.727654061,1.029219791,0.008850308,0.020268053,NA,NA,
CATIP,4.792533734,1.357162592,0.741004654,0.008864312,0.020291817,375307,ciliogenesis associated TTC17 interacting protein,
RP11-747H12.3,2.432990929,-2.178724772,1.290552014,0.008869437,0.020301789,NA,NA,
CALCRL,10.43070688,1.102684987,0.559728275,0.008873204,0.020308649,10203,calcitonin receptor like receptor,
EGR4,3.584705136,-1.613038532,0.963363862,0.008916926,0.020401643,1961,early growth response 4,
AC004603.4,4.847456407,1.358797617,0.748549585,0.008992497,0.020562068,NA,NA,
RP11-563E2.2,1.677413476,-1.965110391,1.784831279,0.009030767,0.020642423,NA,NA,
RP11-326I19.2,3.68707876,1.582994463,0.915844283,0.009073101,0.020726625,NA,NA,
AC093642.1,9.979446007,1.045062688,0.518501851,0.009095675,0.020776395,NA,NA,
CERS1,7.891171012,1.069155942,0.53238393,0.009105086,0.020794293,10715,ceramide synthase 1,
TNNT3,2.718111678,2.174364773,1.327437776,0.009116384,0.020818294,7140,"troponin T3, fast skeletal type",
GNA14,4.446837994,1.409832891,0.791526585,0.009193909,0.020982624,9630,G protein subunit alpha 14,
RP4-774G10.1,1.653212353,-1.944152755,1.782396085,0.009239383,0.021079114,NA,NA,
CDSN,1.430200837,2.609371078,3.391919916,0.009242285,0.021083912,1041,corneodesmosin,
RP11-385F5.2,7.372403822,1.125401184,0.577696506,0.009252368,0.021105091,NA,NA,
RP11-338K17.10,5.273601695,-1.404363766,0.822110225,0.009256903,0.02111361,NA,NA,
AC006026.9,6.060370885,-1.178597204,0.618992966,0.00928907,0.021177828,NA,NA,
RP11-114H23.3,5.836182388,-1.220867275,0.656186325,0.009392659,0.021388132,NA,NA,
RP11-503G7.2,7.698836103,1.101914169,0.563106539,0.00943839,0.021482999,NA,NA,
RP4-798P15.3,2.951802055,1.859748378,1.120755704,0.009451778,0.021511618,NA,NA,
AC010504.2,6.487728217,1.158810946,0.602020243,0.009465561,0.021539272,NA,NA,
RP11-210N13.1,3.585052685,-1.588748925,0.969161046,0.009472987,0.021554311,NA,NA,
RP11-315D16.4,1.293905742,2.496975846,3.219382001,0.00951556,0.021638123,NA,NA,
GLT1D1,3.246232673,1.65634089,0.975420512,0.009535677,0.021680132,144423,glycosyltransferase 1 domain containing 1,
RP11-383C5.4,6.413457451,1.137733502,0.586540036,0.009547746,0.021703833,NA,NA,
RP11-817O13.9,6.065124295,1.164118105,0.607371164,0.009635047,0.021882886,NA,NA,
TMEM240,6.575021518,1.157750409,0.606635249,0.009641541,0.021894418,339453,transmembrane protein 240,
AC002115.7,4.095659511,1.486342188,0.867589033,0.00967555,0.021964089,NA,NA,
CD5,2.945273594,1.852515977,1.127985771,0.009704252,0.022023562,921,CD5 molecule,
CTC-303L1.1,1.698118339,-1.879372122,1.847861204,0.009706395,0.022026532,NA,NA,
RP11-437L7.2,8.157269101,-1.063769418,0.543320557,0.009720996,0.022055413,NA,NA,
RP11-18H21.1,3.830756602,-1.478161836,0.876542759,0.009733066,0.022079463,NA,NA,
CTC-498J12.1,5.382982094,1.340075268,0.761436752,0.009741008,0.022093681,NA,NA,
RP11-48O20.4,8.138954883,1.027161042,0.510953551,0.009755138,0.022123829,NA,NA,
IQGAP2,5.425782202,1.235404953,0.66589147,0.009771651,0.02215747,10788,IQ motif containing GTPase activating protein 2,
CASKIN1,3.682174293,1.552497073,0.921551175,0.009819777,0.022260431,57524,CASK interacting protein 1,
RP11-256I23.3,5.456199395,1.238067879,0.672023167,0.009914885,0.022461031,NA,NA,
RP11-436I9.2,8.529958324,1.018583296,0.507632151,0.009924297,0.022480423,NA,NA,
RP11-269M20.3,1.180112565,2.361213492,3.097302717,0.009953153,0.022536117,NA,NA,
RP4-529N6.1,1.180112565,2.361213492,3.097302717,0.009953153,0.022536117,NA,NA,
AP001476.3,3.442634175,-1.74078939,1.156060035,0.009958322,0.022545887,NA,NA,
RP3-413H6.2,1.178906007,2.358751018,3.098726549,0.009970257,0.022569037,NA,NA,
SFTPD,9.39183833,1.015960755,0.508192507,0.009976934,0.022582214,6441,surfactant protein D,
RP11-281P23.2,2.887230188,-1.874812276,1.217267596,0.009987955,0.022601344,NA,NA,
RP1-118J21.5,3.997963559,1.445085417,0.837069743,0.009997976,0.022622082,NA,NA,
RNA5SP108,1.661080886,-1.851854798,1.842925157,0.010044231,0.022720897,100873378,"RNA, 5S ribosomal pseudogene 108",
CACNG3,3.5476732,1.699647933,1.089385399,0.010125116,0.022892094,10368,calcium voltage-gated channel auxiliary subunit gamma 3,
AC139099.3,3.592510693,1.526911491,0.901388676,0.010136378,0.022913632,NA,NA,
UNC13C,4.163053497,1.462313591,0.871060602,0.010139601,0.022918955,440279,unc-13 homolog C,
FAM71F1,4.509302557,1.412123026,0.828479265,0.010206754,0.023060869,NA,NA,
CTD-2525I3.2,4.008665495,1.433697003,0.835878923,0.010217104,0.023081158,NA,NA,
FXYD1,3.587329326,1.518001256,0.897635625,0.010232128,0.023112262,5348,FXYD domain containing ion transport regulator 1,
RP11-118B23.6,3.589390334,1.522029206,0.901001624,0.010238539,0.023124764,NA,NA,
CTC-463N11.1,4.326115995,-1.31482942,0.743483673,0.010243383,0.023133726,NA,NA,
AC012087.1,1.310848331,-2.432865776,3.876700728,0.010329421,0.023318059,NA,NA,
RP11-603K19.2,5.122663972,-1.245865628,0.696030049,0.010346976,0.023353693,NA,NA,
AC074289.1,4.359126021,1.37289867,0.789765257,0.010376422,0.023414148,NA,NA,
RFPL1-AS1,4.687247131,1.314042079,0.740473136,0.010380898,0.023420242,NA,NA,
SRPX,3.066383841,-1.655054144,1.039118699,0.01049559,0.023656756,8406,sushi repeat containing protein X-linked,
RP11-221N13.4,1.70045425,-1.848452287,1.91559721,0.010502479,0.02366824,NA,NA,
PARM1,8.154558858,-1.013585013,0.513098363,0.010503945,0.023669524,25849,prostate androgen-regulated mucin-like protein 1,
RP11-152C15.1,6.064272138,-1.164182234,0.630904983,0.01053441,0.023732095,NA,NA,
AC099552.4,15.66376456,1.050235435,0.551832196,0.010546027,0.023755875,NA,NA,
RP11-597G23.1,7.773256283,-1.065255184,0.555556688,0.010546766,0.023755875,NA,NA,
AC108448.2,2.892235378,1.795072813,1.117664759,0.010564634,0.023788001,NA,NA,
RP11-382M14.1,4.793590685,1.33869094,0.771158814,0.01056663,0.023790467,NA,NA,
EXTL1,7.817856365,1.117758019,0.594915128,0.01060989,0.023881754,2134,exostosin like glycosyltransferase 1,
RP11-553A10.2,8.159666905,1.08172873,0.567476673,0.010608654,0.023881754,NA,NA,
NTN3,3.247713281,1.618653524,0.993202803,0.01060915,0.023881754,4917,netrin 3,
CYP2B7P1,9.300586659,1.049030617,0.543551948,0.01066137,0.023987402,NA,NA,
HIST1H1E,5.949148912,-1.129681847,0.604090884,0.010693344,0.02405114,NA,NA,
RP11-468E2.12,2.903932312,1.794007313,1.128198033,0.010741871,0.024158226,NA,NA,
RP11-426L16.9,2.524810286,2.039125558,1.290950146,0.010796196,0.024272128,NA,NA,
RP11-894J14.2,4.432224905,-1.335055353,0.78106955,0.01079598,0.024272128,NA,NA,
AC003682.17,2.495850077,2.043942333,1.287248274,0.010864538,0.024415379,NA,NA,
RP11-932O9.7,1.19749743,2.218610285,3.385605442,0.010907478,0.024503531,NA,NA,
RP5-1054A22.4,1.659301454,-1.814697832,1.910435927,0.010921596,0.024531493,NA,NA,
RP11-511B23.3,3.232828838,1.608483992,1.001115863,0.011048076,0.024798276,NA,NA,
SLC6A20,9.444464191,1.014218,0.52146842,0.011132528,0.024981462,54716,solute carrier family 6 member 20,
FAM209A,2.871141707,1.76800584,1.123796983,0.011144188,0.025005499,200232,family with sequence similarity 209 member A,
RP11-250B2.3,7.055302122,1.152700021,0.63098676,0.01114786,0.025011613,NA,NA,
CTD-2020K17.1,3.619555276,1.497394234,0.919290949,0.011208211,0.02513847,NA,NA,
CYP4F8,2.463923807,2.036702241,1.294565399,0.011210535,0.025141547,11283,cytochrome P450 family 4 subfamily F member 8,
SLC28A2,10.71429435,1.005397964,0.517407654,0.011236382,0.02519309,9153,solute carrier family 28 member 2,
RP1-262D12.1,4.934467286,-1.316827421,0.785973001,0.011257711,0.025234483,NA,NA,
RP13-554M15.5,2.336872038,-2.033083751,1.333307345,0.01139587,0.025522495,NA,NA,
RP1-228P16.7,4.99167347,1.230559401,0.692846194,0.011411155,0.025554559,NA,NA,
CTD-2195B23.3,3.033802088,-1.610475777,1.042774175,0.011474227,0.025691445,NA,NA,
CTB-55O6.13,1.699510546,1.723800422,1.791905205,0.011547248,0.025843981,NA,NA,
RP11-104L21.3,3.27176297,1.596270708,1.019929757,0.01157851,0.025911752,NA,NA,
RP3-431P23.6,1.695892695,1.72126001,1.790970845,0.011584323,0.025922562,NA,NA,
RP11-174O3.6,4.223705345,1.319609466,0.768124326,0.011591163,0.02593567,NA,NA,
THEG,6.571087389,1.134216867,0.621680204,0.011593912,0.025939621,NA,NA,
KCNN1,6.064479541,1.144487677,0.62621409,0.01161361,0.025977086,3780,potassium calcium-activated channel subfamily N member 1,
AHSG,2.301979021,-2.006945348,1.326347435,0.011643927,0.026031663,197,alpha 2-HS glycoprotein,
RP11-93B14.6,6.083495927,1.141213482,0.625153897,0.011668224,0.026079355,NA,NA,
CTD-2066L21.1,6.818584664,-1.047870548,0.553828426,0.011734538,0.02622313,NA,NA,
RP11-295B17.4,5.057807545,-1.221135665,0.702727947,0.01176039,0.026278677,NA,NA,
RP11-54D18.4,5.690253342,-1.154303815,0.646870244,0.011917645,0.026605289,NA,NA,
KRT17P3,2.401932945,1.97381788,1.275232361,0.012017244,0.026807229,729682,keratin 17 pseudogene 3,
RP11-789A7.1,3.939694735,-1.328982552,0.798784188,0.012069882,0.026915552,NA,NA,
RP11-116O18.3,2.488821273,1.988734242,1.331742286,0.012105289,0.026989948,NA,NA,
RP11-616M22.9,1.166345552,1.995135488,3.791726236,0.012142222,0.027065434,NA,NA,
RP11-783K16.14,4.63404543,1.261036892,0.734805678,0.012157146,0.027096411,NA,NA,
RP11-1191J2.5,5.324622865,1.184526387,0.668451877,0.012180263,0.027143353,NA,NA,
RP1-69D17.4,3.303177122,-1.469266116,0.934956625,0.012218718,0.027217558,NA,NA,
RP11-490G2.2,4.276936658,1.431230806,0.930899868,0.012295625,0.027363468,NA,NA,
AC097500.2,7.358465104,1.085101284,0.594381451,0.01231704,0.027401883,NA,NA,
AC012360.6,3.109172682,-1.586180129,1.075318905,0.012323993,0.027412732,NA,NA,
GDAP1L1,9.199412993,1.025523169,0.546508085,0.012339758,0.027443172,78997,ganglioside induced differentiation associated protein 1 like 1,
RP11-806L2.2,2.419703316,-2.002080635,1.423895854,0.012343991,0.027450275,NA,NA,
RP11-554D14.2,5.184581462,-1.148881331,0.644582207,0.012379628,0.027527203,NA,NA,
FANCD2OS,2.322464145,-1.974351017,1.36948498,0.012579597,0.02792715,115795,FANCD2 opposite strand,
RP11-209D14.2,8.136724003,1.00356357,0.528039838,0.012584402,0.027933359,NA,NA,
RP11-219I21.2,5.403418118,1.297712217,0.801866157,0.012642981,0.028048991,NA,NA,
SERPINE2,5.419876194,1.194571017,0.689862545,0.012649204,0.028060439,5270,serpin family E member 2,
RP11-3B7.1,5.930134352,-1.107357932,0.618202009,0.012741319,0.02824579,NA,NA,
CSH2,5.685327934,-1.146186145,0.655958122,0.012849838,0.028474405,1443,chorionic somatomammotropin hormone 2,
JCHAIN,3.857730643,1.498129147,1.022771349,0.012952573,0.028690015,3512,joining chain of multimeric IgA and IgM,
ELL3,3.110936438,1.537034633,0.994557829,0.012958163,0.02869758,80237,elongation factor for RNA polymerase II 3,
C9orf135,2.880288358,1.704571865,1.172136094,0.012988653,0.028755453,NA,NA,
RP11-547D24.1,1.545017775,-1.634542366,1.887065998,0.012990961,0.028758149,NA,NA,
CTD-2233C11.3,3.049735334,-1.569688347,1.079908306,0.013020251,0.028815738,NA,NA,
AC084809.3,2.364106368,1.93909531,1.301911481,0.013059456,0.02889766,NA,NA,
CTD-2291D10.1,3.305953804,1.566633536,1.072173756,0.013139365,0.029072044,NA,NA,
RP11-87C7.2,7.053138574,-1.00361506,0.53558318,0.013152404,0.029093576,NA,NA,
RP11-376O6.2,1.530697987,-1.60585771,1.879775037,0.013211799,0.029212719,NA,NA,
RP11-417L19.5,5.830278765,1.160992258,0.674143539,0.013311696,0.029411427,NA,NA,
CDH17,4.006480497,1.376222381,0.881384794,0.013328614,0.029443877,1015,cadherin 17,
ASTL,7.759907213,1.008341243,0.542472206,0.013542402,0.029873645,431705,astacin like metalloendopeptidase,
RP4-784A16.3,2.930085007,-1.536575731,1.045418306,0.01360783,0.030007942,NA,NA,
AC105053.3,2.859232187,1.688969771,1.192317803,0.013743606,0.030282056,NA,NA,
TRPM5,1.704967787,1.536776591,1.916111352,0.013810695,0.030424796,29850,transient receptor potential cation channel subfamily M member 5,
RP11-159J2.1,6.893371736,1.021580776,0.553436612,0.013823897,0.030451338,NA,NA,
RP11-187O7.3,1.63656306,1.584298677,1.86628937,0.013850642,0.030502616,NA,NA,
BOLA2B,6.182422374,-1.064709033,0.597440375,0.013934781,0.03066744,654483,bolA family member 2B,
RP11-419M24.6,1.552532202,-1.552199174,1.943298747,0.013951988,0.030700189,NA,NA,
AP000437.3,1.553108781,-1.534859784,1.941184473,0.014017916,0.030837547,NA,NA,
RP5-874C20.6,2.735292698,1.660296355,1.145816393,0.014133992,0.031077357,NA,NA,
RP11-459F3.3,1.704467444,1.504467687,1.930893009,0.014183958,0.031184622,NA,NA,
RP11-677M14.2,6.752504164,1.066939291,0.601819937,0.014320192,0.031465797,NA,NA,
HOXA1,1.663666746,1.505513699,1.896129921,0.01434158,0.03151017,3198,homeobox A1,
ERG,1.526947648,-1.525197613,1.934468031,0.014373328,0.031574667,2078,ETS transcription factor ERG,
DPEP1,5.808661826,1.159492668,0.691668778,0.014425742,0.031684532,1800,dipeptidase 1,
RP11-644F5.15,3.982633519,-1.289638252,0.828677889,0.014470591,0.031775107,NA,NA,
CTD-2532K18.2,6.643459976,1.054361913,0.592006929,0.014587919,0.03201942,NA,NA,
RP5-1142J19.1,6.512412596,1.03521372,0.573175275,0.014607017,0.032053342,NA,NA,
PDXP,4.295337684,-1.241378093,0.780847215,0.014635074,0.032109571,57026,pyridoxal phosphatase,
RP11-325I22.3,1.784921919,1.468009258,2.108591104,0.014682691,0.032206013,NA,NA,
DSC1,4.952564099,1.187827346,0.71868292,0.014697612,0.032233385,1823,desmocollin 1,
RP5-844F9.1,3.504962077,1.392224401,0.929168939,0.014819344,0.032484159,NA,NA,
RP11-23E19.2,3.371211016,-1.417300841,0.991044141,0.014847696,0.032543604,NA,NA,
RP13-638C3.3,2.554027335,-1.623687242,1.1767366,0.01488589,0.032619194,NA,NA,
EPGN,3.175563327,-1.389448858,0.929588763,0.01490567,0.032659826,255324,epithelial mitogen,
PRDM6,4.628288201,1.243133343,0.784761209,0.01512804,0.033100348,93166,PR/SET domain 6,
C3orf36,1.558889558,1.463875681,1.774317853,0.01519232,0.033232728,80111,chromosome 3 putative open reading frame 36,
HCG17,4.585532491,1.221993195,0.762236072,0.015197417,0.033241122,414778,HLA complex group 17,
AC079325.6,3.821944686,1.321289891,0.860889791,0.015206338,0.033257879,NA,NA,
AC007389.1,5.419205894,-1.083733636,0.629716636,0.01524964,0.03334706,NA,NA,
LINC00628,2.971633168,-1.487120519,1.078350557,0.015282267,0.033407333,127841,long intergenic non-protein coding RNA 628,
RP13-347D8.1,2.264220741,1.818576616,1.293088586,0.015281869,0.033407333,NA,NA,
AC073415.2,3.570796528,-1.312149492,0.874823134,0.015516098,0.033870805,NA,NA,
SLFN12L,5.189005557,-1.114105486,0.670045687,0.015780819,0.034400308,100506736,schlafen family member 12 like,
IGHG1,3.49665413,1.370841802,0.940452593,0.015872287,0.034579707,3500,immunoglobulin heavy constant gamma 1 (G1m marker),
RP11-95L3.1,2.935126692,-1.464012051,1.072278935,0.015907422,0.034650532,NA,NA,
FOXD3,6.011865317,1.07879379,0.635159283,0.015936682,0.034710223,27022,forkhead box D3,
CYP19A1,5.984019687,1.075901517,0.632240421,0.015986688,0.034800218,1588,cytochrome P450 family 19 subfamily A member 1,
AP001475.1,1.549946954,1.407910609,1.782119571,0.016021646,0.034873439,NA,NA,
EVA1C,5.586046817,-1.100075607,0.663031678,0.016054769,0.034936893,59271,eva-1 homolog C,
RP11-387H17.4,2.628722329,1.580786977,1.129609101,0.016119639,0.035060712,NA,NA,
ILDR1,1.537243113,1.432920684,1.795826076,0.016124356,0.035068082,286676,immunoglobulin like domain containing receptor 1,
AC006273.4,3.75562508,1.284113951,0.840188895,0.016182222,0.035176542,NA,NA,
CTD-2510L9.2,1.658913895,1.348569149,1.919237316,0.016196323,0.035199559,NA,NA,
RP11-215P8.3,7.43842195,-1.042017335,0.612557807,0.016210536,0.035224153,NA,NA,
RP11-104L21.2,5.978849401,1.078959387,0.638970821,0.016273938,0.035352618,NA,NA,
UBE2NL,3.02205792,-1.485353583,1.140917232,0.016282826,0.035369015,389898,ubiquitin conjugating enzyme E2 N like (gene/pseudogene),
CH507-9B2.1,5.908806749,1.071602758,0.631074502,0.016371597,0.035541366,NA,NA,
RP11-167H9.6,7.746758993,1.063562659,0.633063472,0.016434746,0.035672588,NA,NA,
XX-FW83128A1.2,6.654514713,1.031408532,0.596366378,0.016473535,0.035750903,NA,NA,
F13A1,4.177075492,-1.195293111,0.769544375,0.016677608,0.036164047,2162,coagulation factor XIII A chain,
IFITM5,3.551722185,1.356873298,0.963235954,0.016741789,0.036294274,387733,interferon induced transmembrane protein 5,
SIGLEC18P,1.537740605,1.369835647,1.796729041,0.016894484,0.036601249,114184,"sialic acid binding Ig like lectin 18, pseudogene",
HIST1H3C,6.135314865,-1.11422957,0.698959383,0.016987298,0.036784211,NA,NA,
RET,4.312857704,1.252988515,0.848731877,0.017054323,0.036926316,5979,ret proto-oncogene,
RCAN2,2.294945128,1.736891298,1.35343964,0.017117718,0.037042309,10231,regulator of calcineurin 2,
RP11-109J4.1,2.27543125,1.756159607,1.359350113,0.017125984,0.037057159,NA,NA,
IDO2,2.639288927,1.535735879,1.137644544,0.017177509,0.037162555,169355,"indoleamine 2,3-dioxygenase 2",
TBX21,2.244555246,1.741684128,1.339420031,0.017256272,0.037326836,30009,T-box transcription factor 21,
PF4V1,2.425482,-1.537869177,1.157307022,0.017282821,0.037381199,5197,platelet factor 4 variant 1,
RP11-335F8.1,3.741402107,1.265281881,0.847679667,0.017318794,0.037452869,NA,NA,
PALD1,5.133436638,-1.10287412,0.681466735,0.017344863,0.037496954,27143,phosphatase domain containing paladin 1,
RP11-64B16.3,2.26449764,1.725868428,1.347652515,0.017421433,0.037647069,NA,NA,
RP11-142A22.3,1.539224064,1.315209184,1.779841408,0.017443802,0.037689237,NA,NA,
NPSR1-AS1,3.376127152,1.324001775,0.923623631,0.017639287,0.038077316,404744,NPSR1 antisense RNA 1,
MLN,3.730004853,1.259234046,0.851786501,0.017790338,0.038381411,4295,motilin,
LA16c-429E7.1,3.862824459,1.27085157,0.883189622,0.017797576,0.038393888,NA,NA,
RP11-1191J2.2,6.066458698,1.008652558,0.585659402,0.017804159,0.038404951,NA,NA,
MIR4664,3.866848004,1.284305775,0.900672699,0.01783715,0.03847297,100616318,microRNA 4664,
BDH2P1,4.456533226,1.169763065,0.755476448,0.017940772,0.038677508,389416,"3-hydroxybutyrate dehydrogenase 2, pseudogene 1",
CEACAM20,6.583508717,1.002793392,0.586315311,0.017950413,0.038695131,125931,CEA cell adhesion molecule 20,
HCG20,6.187368635,1.086686897,0.681334027,0.01809618,0.038964804,105375013,HLA complex group 20,
DRAIC,6.297890039,1.032602222,0.618421594,0.018119524,0.039011887,145837,"downregulated RNA in cancer, inhibitor of cell invasion and migration",
ACSM1,5.390835067,1.120258316,0.717646983,0.018171897,0.039109701,116285,acyl-CoA synthetase medium chain family member 1,
ALAS2,2.73387827,1.521517329,1.216165541,0.018195584,0.039156481,212,5'-aminolevulinate synthase 2,
AC009499.1,5.119497014,1.087436784,0.670840685,0.018242692,0.039254656,NA,NA,
RP11-22L13.1,4.432793233,-1.128259232,0.722554558,0.018264957,0.039292957,NA,NA,
RP13-580F15.2,5.052769532,-1.069106717,0.659326557,0.018350756,0.039467882,NA,NA,
NUTM2B,1.531209294,1.27129883,1.781713618,0.01838463,0.039537515,729262,NUT family member 2B,
BIN2,4.770798362,1.129259017,0.717616117,0.018414244,0.03959475,51411,bridging integrator 2,
RP11-766H1.1,5.703688869,-1.023764711,0.616511577,0.018554093,0.039875964,NA,NA,
POU5F1,3.859089466,-1.207025039,0.829681539,0.018625948,0.040017361,5460,POU class 5 homeobox 1,
CTC-260E6.9,2.073762282,-1.672294134,1.37913525,0.018697357,0.040160974,NA,NA,
ADD2,1.54065224,1.24065992,1.776803484,0.018775187,0.040315025,119,adducin 2,
AC010761.14,3.01552214,1.372800838,1.024913039,0.018818097,0.040396581,NA,NA,
RP11-474N24.6,4.117081691,1.204256739,0.815934412,0.018842476,0.040438536,NA,NA,
PLCL1,1.744262781,1.065351488,1.780379354,0.018935838,0.040620328,5334,phospholipase C like 1 (inactive),
RP11-7F17.3,4.106362506,1.19899025,0.812192289,0.018993277,0.040726993,NA,NA,
ZBTB8B,2.984077787,1.374263799,1.028981691,0.019071059,0.040870537,728116,zinc finger and BTB domain containing 8B,
RP11-159F24.2,2.435683594,-1.490961781,1.199072499,0.019085319,0.040897777,NA,NA,
AC000124.1,1.572082844,1.184522942,1.750520669,0.019118953,0.040956549,NA,NA,
RP11-411B10.2,6.107107436,-1.076937164,0.69498323,0.019207563,0.041133015,NA,NA,
SCTR,2.265071368,1.650766164,1.395953595,0.019213462,0.041142309,6344,secretin receptor,
RP11-330L19.1,5.488932941,-1.053000786,0.659361725,0.019220893,0.041154883,NA,NA,
COL3A1,3.69359738,1.24584351,0.872384319,0.019345208,0.041394197,1281,collagen type III alpha 1 chain,
