gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description
AC010132.9,43.96566248,-0.703859884,0.212578611,4.29E-04,0.001216244,NA,NA
RP11-638I2.4,9.536038367,1.678751273,0.576629772,4.29E-04,0.001217052,NA,NA
B4GALT7,1214.029903,-0.282790946,0.081090362,4.30E-04,0.001220533,11285,"beta-1,4-galactosyltransferase 7"
COL5A2,318.6850649,0.340918856,0.098129321,4.31E-04,0.001222091,1290,collagen type V alpha 2 chain
SYT11,117.9464022,0.579882102,0.171759492,4.32E-04,0.001225732,23208,synaptotagmin 11
AC093838.4,457.8139502,-0.320606095,0.092213135,4.32E-04,0.001225776,NA,NA
LINC00271,17.56365875,1.159956059,0.37666546,4.33E-04,0.001227558,NA,NA
VCPIP1,2012.802013,0.272658279,0.078143065,4.34E-04,0.001231941,80124,valosin containing protein interacting protein 1
IL1B,6.573822227,1.88947469,0.646749477,4.35E-04,0.001232116,3553,interleukin 1 beta
NOMO2,368.0365558,-0.385196488,0.111523177,4.36E-04,0.001236375,283820,NODAL modulator 2
ID1,2438.437411,-0.460234288,0.133372535,4.38E-04,0.001241579,3397,inhibitor of DNA binding 1
RP5-1069P2.4,20.17973317,1.014930207,0.322337,4.38E-04,0.001242544,NA,NA
AC005682.6,63.55637352,0.659958323,0.198156044,4.40E-04,0.001246704,NA,NA
CELF1,4952.545468,-0.175198225,0.050183194,4.41E-04,0.001248363,10658,CUGBP Elav-like family member 1
LA16c-380A1.2,8.262699439,1.681576542,0.575242023,4.41E-04,0.00124989,NA,NA
RP11-903H12.3,5.835356187,2.072204613,0.711942592,4.42E-04,0.001251794,NA,NA
RP11-452L6.5,179.8238139,0.47104577,0.137713797,4.42E-04,0.001251944,NA,NA
SEC31A,7454.029291,0.240236983,0.068804486,4.42E-04,0.001253059,22872,"SEC31 homolog A, COPII coat complex component"
RP11-150O12.6,5.870224242,-2.004608846,0.695065028,4.44E-04,0.001256231,NA,NA
MRPL44,1929.12013,-0.22958192,0.065776319,4.45E-04,0.001259892,65080,mitochondrial ribosomal protein L44
NDST3,9.423833344,1.575683966,0.536014063,4.45E-04,0.001260248,9348,N-deacetylase and N-sulfotransferase 3
RP13-685P2.5,101.5173255,-0.518771491,0.152960519,4.48E-04,0.001267281,NA,NA
RP11-1K11.1,27.25053165,-0.883378399,0.275861952,4.48E-04,0.001269412,NA,NA
RP11-1069G10.2,18.81229607,1.106753254,0.358018118,4.49E-04,0.001269888,NA,NA
ROCK2,5054.381337,0.251812776,0.072300047,4.50E-04,0.001273417,9475,Rho associated coiled-coil containing protein kinase 2
CTBS,399.5899379,0.355947247,0.102985285,4.50E-04,0.001273733,1486,chitobiase
NPSR1,12.89165574,1.31150124,0.435654513,4.51E-04,0.00127716,387129,neuropeptide S receptor 1
APRT,6496.033379,-0.339925991,0.098284339,4.51E-04,0.00127716,353,adenine phosphoribosyltransferase
RSPO4,6.141499483,1.953124114,0.671078924,4.52E-04,0.001280075,343637,R-spondin 4
SH3RF2,2273.266344,0.255445757,0.073331392,4.53E-04,0.001280187,153769,SH3 domain containing ring finger 2
RP11-258F22.1,17.33895689,1.090654441,0.351885042,4.54E-04,0.001283529,NA,NA
SCMH1,1079.994633,-0.238261461,0.068408217,4.55E-04,0.001287812,22955,Scm polycomb group protein homolog 1
PLCG2,507.0101588,0.328725087,0.094944448,4.56E-04,0.00128848,5336,phospholipase C gamma 2
BTBD1,2605.02093,-0.27777828,0.079973956,4.56E-04,0.001289557,53339,BTB domain containing 1
CTD-2017C7.2,22.11155849,0.996991119,0.317361836,4.57E-04,0.001291091,NA,NA
LHX2,37.16923566,-0.856616206,0.267345032,4.57E-04,0.001291901,9355,LIM homeobox 2
BCAP29,2284.213215,-0.352278985,0.102071421,4.57E-04,0.001292368,55973,B cell receptor associated protein 29
HEPHL1,54.39526551,0.676538896,0.204271262,4.57E-04,0.00129281,341208,hephaestin like 1
FBXL19-AS1,133.8383923,0.59920195,0.178909769,4.58E-04,0.00129485,283932,FBXL19 antisense RNA 1
RP11-1E6.1,3.990572042,-3.348366434,1.091512764,4.58E-04,0.001295203,NA,NA
MRPS28,337.959929,-0.429981663,0.125631174,4.59E-04,0.001297014,28957,mitochondrial ribosomal protein S28
BMP8B,143.6513584,0.435132007,0.127132486,4.61E-04,0.00130125,656,bone morphogenetic protein 8b
GATAD2B,2262.791541,0.279274045,0.080429304,4.61E-04,0.001303002,57459,GATA zinc finger domain containing 2B
TASP1,783.1577939,-0.268705613,0.077403147,4.63E-04,0.001307189,55617,taspase 1
CEL,84.0207061,0.57961815,0.172672955,4.63E-04,0.001307231,1056,carboxyl ester lipase
RNF144A,470.8748553,0.355442925,0.10305733,4.65E-04,0.001312566,9781,ring finger protein 144A
RP11-485G7.6,7.756879286,-1.721496377,0.596876727,4.66E-04,0.001317086,NA,NA
ZNF682,902.0265207,0.284422616,0.08205619,4.68E-04,0.001321384,91120,zinc finger protein 682
ANKDD1A,158.8034658,0.415465225,0.121266064,4.72E-04,0.001333425,348094,ankyrin repeat and death domain containing 1A
NR4A1,162.2925957,0.470273276,0.138360673,4.74E-04,0.00133706,3164,nuclear receptor subfamily 4 group A member 1
PBX3,1251.082701,-0.319165994,0.092491364,4.75E-04,0.001339949,5090,PBX homeobox 3
PDLIM7,9241.081677,0.428931401,0.125509384,4.76E-04,0.001341845,9260,PDZ and LIM domain 7
SLC16A3,4059.038553,-0.390272492,0.114135154,4.76E-04,0.001341845,9123,solute carrier family 16 member 3
CDK16,7447.657981,-0.19369842,0.055840613,4.76E-04,0.001341845,5127,cyclin dependent kinase 16
RP11-785D18.2,12.06474409,1.33622541,0.447360918,4.78E-04,0.001349704,NA,NA
ENTPD2,34.22182163,1.001454578,0.321201276,4.80E-04,0.001353259,954,ectonucleoside triphosphate diphosphohydrolase 2
TBC1D2B,1175.738611,0.270243319,0.077999836,4.80E-04,0.001353385,23102,TBC1 domain family member 2B
FAM19A3,25.00038925,-0.934724071,0.296678762,4.81E-04,0.001356594,NA,NA
RP11-192H23.4,26.66451417,-0.906427552,0.286300669,4.82E-04,0.001358038,NA,NA
TMEM168,875.6191862,-0.267617796,0.077287161,4.82E-04,0.001358321,64418,transmembrane protein 168
AP1M2,1165.964022,0.499194882,0.147544841,4.83E-04,0.001362994,10053,adaptor related protein complex 1 subunit mu 2
NFAT5,1764.95621,0.452205962,0.132889736,4.84E-04,0.00136313,10725,nuclear factor of activated T cells 5
PEBP1,6110.073248,-0.1864892,0.0536995,4.85E-04,0.001366136,5037,phosphatidylethanolamine binding protein 1
RASGRF1,19.36869092,1.048237646,0.338195525,4.86E-04,0.001368357,5923,Ras protein specific guanine nucleotide releasing factor 1
CECR1,9.59057838,1.513770524,0.516343505,4.86E-04,0.001368965,NA,NA
AP2M1,31421.6554,-0.218565231,0.063074064,4.86E-04,0.001370776,1173,adaptor related protein complex 2 subunit mu 1
MPND,522.4874355,0.386067425,0.112696815,4.87E-04,0.001372579,84954,MPN domain containing
DMKN,3269.893566,-0.275098396,0.079611716,4.87E-04,0.001373119,93099,dermokine
LRRC37BP1,134.0375751,0.42828313,0.125590102,4.87E-04,0.001373124,147172,leucine rich repeat containing 37B pseudogene 1
PPP2R4,9499.965925,-0.220318185,0.063541979,4.88E-04,0.001374201,NA,NA
FAM69B,61.95656362,-0.64989504,0.196776071,4.89E-04,0.001375907,NA,NA
ABRACL,1968.806965,0.354456603,0.103196085,4.90E-04,0.00137954,58527,ABRA C-terminal like
VCP,22450.17748,-0.234244772,0.067848264,4.90E-04,0.001381065,7415,valosin containing protein
RP11-116G8.4,7.97323759,1.837996956,0.648582382,4.91E-04,0.001382407,NA,NA
ATPIF1,2291.392901,-0.211796313,0.061090724,4.92E-04,0.001384198,NA,NA
MBLAC2,191.9245036,-0.36174662,0.105502581,4.93E-04,0.001388155,153364,metallo-beta-lactamase domain containing 2
IKBKG,339.0519547,-0.408806285,0.119883212,4.96E-04,0.001394718,8517,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
ETHE1,750.6284585,0.333330648,0.096972498,4.96E-04,0.00139546,23474,ETHE1 persulfide dioxygenase
PCDHB14,399.0942447,0.457429877,0.134783388,4.96E-04,0.001396512,56122,protocadherin beta 14
FOXJ2,990.6828219,-0.247411987,0.071556238,4.96E-04,0.001396512,55810,forkhead box J2
RP1-59D14.5,102.4247575,0.525893331,0.156287371,4.96E-04,0.001396512,NA,NA
EFR3A,2700.893844,0.212759863,0.061395812,4.97E-04,0.00139838,23167,EFR3 homolog A
AC005224.2,43.32651057,-0.780869502,0.242328249,4.97E-04,0.00139838,NA,NA
VSTM5,7.418613228,1.878435721,0.662231455,4.98E-04,0.001399678,387804,V-set and transmembrane domain containing 5
NISCH,2559.115037,0.331858254,0.096398487,4.98E-04,0.001399993,11188,nischarin
CIRBP,6828.887766,-0.149357117,0.043015637,4.99E-04,0.001401833,1153,cold inducible RNA binding protein
COL14A1,7.176224697,1.862874982,0.651649095,4.99E-04,0.001402485,7373,collagen type XIV alpha 1 chain
FAM129C,9.398622855,1.551823762,0.535948137,4.99E-04,0.001403537,NA,NA
C22orf46,1456.497262,0.242618196,0.070150913,5.01E-04,0.001406974,NA,NA
CCNK,923.5876359,-0.303798317,0.088278221,5.01E-04,0.001407252,8812,cyclin K
ARFGAP1,6143.282905,0.340717425,0.099624798,5.01E-04,0.001407338,55738,ARF GTPase activating protein 1
RP11-46I1.2,5.099354625,-2.203043107,0.773267048,5.02E-04,0.001409966,NA,NA
AMY2B,12.71317253,1.229567967,0.407707089,5.04E-04,0.001415645,280,amylase alpha 2B
RP3-425C14.4,54.00191071,0.64124023,0.194175233,5.04E-04,0.001416675,NA,NA
IQUB,15.54790537,1.232400866,0.410712019,5.05E-04,0.001418943,154865,IQ motif and ubiquitin domain containing
MAP3K4,1847.819105,-0.195406183,0.056437056,5.05E-04,0.001419317,4216,mitogen-activated protein kinase kinase kinase 4
RP11-358L22.1,23.92989932,0.988921241,0.317490694,5.07E-04,0.001422919,NA,NA
RP11-909N17.2,9.702604442,1.688942729,0.593972913,5.07E-04,0.001424594,NA,NA
PHF2,1360.773412,-0.260495748,0.07554998,5.07E-04,0.001424747,5253,PHD finger protein 2
TMEM51-AS1,25.49472042,0.921180677,0.292618089,5.09E-04,0.001428578,200197,TMEM51 antisense RNA 1
PIH1D2,184.4801858,0.375001266,0.109741573,5.10E-04,0.001430566,120379,PIH1 domain containing 2
RP11-475N22.4,215.5836013,0.419823677,0.123471184,5.13E-04,0.001440281,NA,NA
NDUFB4,3481.614201,-0.249437059,0.07236678,5.14E-04,0.001443808,4710,NADH:ubiquinone oxidoreductase subunit B4
TMEM38A,265.0375304,0.412424327,0.121276113,5.15E-04,0.001445427,79041,transmembrane protein 38A
ACTR2,10396.80298,0.16556825,0.047543095,5.15E-04,0.00144617,10097,actin related protein 2
ZNRF2,290.3317941,0.33767996,0.098585869,5.16E-04,0.001447749,223082,zinc and ring finger 2
DCAF4L1,34.34546362,-0.753838743,0.233344487,5.18E-04,0.001453177,285429,DDB1 and CUL4 associated factor 4 like 1
PTK7,3573.033643,0.457386028,0.135244759,5.19E-04,0.001456438,5754,protein tyrosine kinase 7 (inactive)
BRD8,2877.967652,-0.243415471,0.070661517,5.22E-04,0.001463225,10902,bromodomain containing 8
TMEM254,775.4481112,0.266998688,0.077613417,5.23E-04,0.001468037,80195,transmembrane protein 254
ZNF320,172.5120723,0.419657929,0.123681034,5.24E-04,0.001468111,162967,zinc finger protein 320
PLEC,10366.77759,-0.494515724,0.14723601,5.24E-04,0.001469135,5339,plectin
AP5S1,962.4369078,0.290785516,0.084663092,5.24E-04,0.001469382,55317,adaptor related protein complex 5 subunit sigma 1
DLGAP4,5520.515609,0.257737453,0.074849068,5.25E-04,0.001472462,22839,DLG associated protein 4
KCTD9,812.8710834,-0.246987906,0.071773738,5.27E-04,0.001476634,54793,potassium channel tetramerization domain containing 9
BRAT1,3112.284272,-0.384249127,0.113070914,5.27E-04,0.001477033,221927,BRCA1 associated ATM activator 1
CD72,9.681296219,1.504617263,0.519066173,5.27E-04,0.001477162,971,CD72 molecule
RP11-39C10.2,10.20943122,-1.412533875,0.483886106,5.29E-04,0.001481424,NA,NA
RP11-492E3.2,16.03534065,1.094770288,0.358236415,5.29E-04,0.001481424,NA,NA
FKBP15,3131.011256,-0.22395732,0.065067957,5.30E-04,0.001485713,23307,FKBP prolyl isomerase family member 15
EPC1,757.9681343,0.325067755,0.094984962,5.30E-04,0.001485713,80314,enhancer of polycomb homolog 1
SPRN,60.52121993,-0.611518321,0.185359766,5.32E-04,0.00148984,503542,shadow of prion protein
RNASE4,6.828365261,1.782182314,0.622040242,5.32E-04,0.001490092,6038,ribonuclease A family member 4
AC004463.6,82.04937011,-0.575477691,0.17359433,5.32E-04,0.001490378,NA,NA
ZNF786,491.5371428,-0.319545472,0.093434458,5.32E-04,0.001490384,136051,zinc finger protein 786
PSMB8,3692.073448,0.175389764,0.050818155,5.34E-04,0.001495158,5696,proteasome 20S subunit beta 8
TRIM27,3307.393663,-0.208208888,0.060451985,5.35E-04,0.001497263,5987,tripartite motif containing 27
SIN3B,2839.853005,0.36841745,0.108171207,5.36E-04,0.001501181,23309,SIN3 transcription regulator family member B
SCD5,81.06712351,0.614981735,0.186455793,5.37E-04,0.00150255,79966,stearoyl-CoA desaturase 5
ARHGEF12,5069.465255,-0.21657646,0.062788733,5.37E-04,0.00150294,23365,Rho guanine nucleotide exchange factor 12
RP11-70D24.2,2.862094861,3.335019975,1.401954793,5.38E-04,0.001504115,NA,NA
SOCS6,1008.452524,-0.235979295,0.068638331,5.38E-04,0.001505154,9306,suppressor of cytokine signaling 6
CTC-359D24.3,116.2001176,0.475738064,0.141438376,5.39E-04,0.001507579,NA,NA
FAM167A,378.0979192,0.356364754,0.104609283,5.39E-04,0.001507897,83648,family with sequence similarity 167 member A
S100A10,8852.875447,-0.329359059,0.096405074,5.39E-04,0.001508592,6281,S100 calcium binding protein A10
PANK2,2034.982683,-0.231114567,0.067230878,5.41E-04,0.001512121,80025,pantothenate kinase 2
RP11-814P23.1,23.16783876,0.92115438,0.29409006,5.41E-04,0.001512602,NA,NA
HAO1,4.11461441,-2.840552614,0.975426364,5.42E-04,0.001516,54363,hydroxyacid oxidase 1
RP11-320M16.2,9.172581034,1.71865581,0.608986064,5.43E-04,0.001518613,NA,NA
RRBP1,14802.41014,-0.334171034,0.097997907,5.43E-04,0.001519218,6238,ribosome binding protein 1
RP13-136L2.1,75.0798856,-0.59179294,0.179159168,5.45E-04,0.001522286,NA,NA
MTX2,1831.169357,-0.256425617,0.074763243,5.45E-04,0.001523136,10651,metaxin 2
SEMA4F,932.9030972,0.246714178,0.07185082,5.45E-04,0.001524429,10505,ssemaphorin 4F
BCAR3,1863.64098,-0.268862467,0.078483262,5.46E-04,0.001526139,8412,"BCAR3 adaptor protein, NSP family member"
SP3,3842.746005,-0.214179724,0.062425525,5.48E-04,0.001531923,6670,Sp3 transcription factor
AHI1,887.435554,0.305369738,0.08932755,5.50E-04,0.001536153,54806,Abelson helper integration site 1
MME,48.39998709,0.853272634,0.270572429,5.51E-04,0.001538707,4311,membrane metalloendopeptidase
PAIP2,1540.322365,0.247895554,0.072239606,5.51E-04,0.001538707,51247,poly(A) binding protein interacting protein 2
RP5-1037N22.3,48.62506622,-0.690909027,0.212952296,5.52E-04,0.001541191,NA,NA
SPOCK1,9572.682905,0.219473916,0.063787219,5.52E-04,0.001542161,6695,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
RP11-340I6.9,23.41927513,0.949169162,0.305215821,5.55E-04,0.001549883,NA,NA
ANTXR1,348.3685513,0.460143866,0.136909017,5.56E-04,0.001552744,84168,ANTXR cell adhesion molecule 1
ARMC12,19.25489359,1.034535591,0.337545269,5.56E-04,0.001553137,221481,armadillo repeat containing 12
TMEM100,71.96549919,-0.698278641,0.215599101,5.58E-04,0.001557151,55273,transmembrane protein 100
SH3D21,549.6315613,0.306829604,0.089897221,5.58E-04,0.001558139,79729,SH3 domain containing 21
CCDC136,458.1295537,0.291747668,0.085403234,5.59E-04,0.001561043,64753,coiled-coil domain containing 136
FTHL1,12.38003537,1.24364682,0.41788494,5.60E-04,0.001561589,NA,NA
CTB-51J22.1,40.95925662,0.776312005,0.24278911,5.60E-04,0.001562043,NA,NA
EIF4ENIF1,1383.601331,-0.238984855,0.069750247,5.61E-04,0.001565626,56478,eukaryotic translation initiation factor 4E nuclear import factor 1
GPR39,290.1068046,-0.418187266,0.124025469,5.62E-04,0.00156769,2863,G protein-coupled receptor 39
TMEM60,1054.191432,0.330160516,0.096976847,5.62E-04,0.001568447,85025,transmembrane protein 60
ARSK,517.2626726,-0.316044161,0.09278217,5.63E-04,0.001571423,153642,arylsulfatase family member K
TKTL1,7.074853252,1.828870435,0.647946118,5.64E-04,0.001572157,8277,transketolase like 1
PDE6G,23.32382548,0.914843825,0.292685721,5.64E-04,0.001573945,5148,phosphodiesterase 6G
TFDP2,3239.647501,0.289314183,0.084822547,5.65E-04,0.001574316,7029,transcription factor Dp-2
RP11-288L9.4,6.963286437,1.794277046,0.634209434,5.66E-04,0.001576709,NA,NA
RP11-447H19.1,16.48975209,-1.121073611,0.372367039,5.66E-04,0.001577042,NA,NA
LNX1,15.77282115,1.316502123,0.450016607,5.67E-04,0.001580321,84708,ligand of numb-protein X 1
AC074286.1,60.67914559,0.606770029,0.184621119,5.69E-04,0.001585054,NA,NA
RP11-499E18.1,78.50390646,0.537678047,0.161932301,5.69E-04,0.001586336,NA,NA
HERC2P3,477.424433,0.304110632,0.089230604,5.70E-04,0.00158859,283755,HERC2 pseudogene 3
RAB28,364.4682212,-0.363928849,0.107459535,5.72E-04,0.001593766,9364,"RAB28, member RAS oncogene family"
RP11-389K14.3,7.717937285,1.683389733,0.592707266,5.72E-04,0.001593766,NA,NA
YTHDC2,2193.641273,-0.273626705,0.080180117,5.72E-04,0.001593977,64848,YTH N6-methyladenosine RNA binding protein C2
RP11-806L2.3,7.367445201,-1.628398776,0.57230678,5.73E-04,0.001595337,NA,NA
RP5-1142A6.2,20.88122579,-1.110243532,0.369815083,5.74E-04,0.001598032,NA,NA
PURA,717.6643975,-0.271784338,0.079659841,5.76E-04,0.001604279,5813,purine rich element binding protein A
SLF2,3477.630025,-0.234617568,0.068615791,5.77E-04,0.001607179,55719,SMC5-SMC6 complex localization factor 2
ISPD,169.8548798,-0.411008315,0.122079636,5.82E-04,0.001619805,NA,NA
C11orf1,762.6892449,0.29591778,0.086917176,5.82E-04,0.001621461,NA,NA
SHPRH,555.2764776,-0.462392882,0.138266254,5.83E-04,0.001622781,257218,SNF2 histone linker PHD RING helicase
MITD1,766.8380768,0.298562229,0.087747262,5.84E-04,0.001626799,129531,microtubule interacting and trafficking domain containing 1
RP11-177H22.2,13.63881966,-1.249700772,0.425412561,5.85E-04,0.001628301,NA,NA
C10orf76,1501.404923,0.193618899,0.056553107,5.86E-04,0.001631668,NA,NA
RP11-250B2.6,21.14944335,0.957682644,0.310026753,5.89E-04,0.001639845,NA,NA
EPHX3,128.2160646,0.47094499,0.1410522,5.91E-04,0.001643415,79852,epoxide hydrolase 3
PRDM15,537.1624349,-0.303038105,0.08923944,5.91E-04,0.001645423,63977,PR/SET domain 15
PXYLP1,84.3352809,-0.624451812,0.191455293,5.94E-04,0.001652385,92370,2-phosphoxylose phosphatase 1
TMPRSS4,15.86278844,1.215116552,0.411120981,5.95E-04,0.001654156,56649,transmembrane serine protease 4
RAB22A,2339.628035,0.318589266,0.093959265,5.98E-04,0.001662341,57403,"RAB22A, member RAS oncogene family"
RP11-75A9.2,109.4548846,-0.470813179,0.141398755,5.98E-04,0.001662671,NA,NA
MED11,657.2989069,0.306654479,0.090347351,5.98E-04,0.001663733,400569,mediator complex subunit 11
DNAJB4,797.70893,0.298650048,0.087942981,5.99E-04,0.001664854,11080,DnaJ heat shock protein family (Hsp40) member B4
RP11-480A16.2,53.54486595,0.69482688,0.215688506,5.99E-04,0.001665437,NA,NA
LCOR,1611.762636,0.244713849,0.07179422,6.00E-04,0.001667544,84458,ligand dependent nuclear receptor corepressor
AC005281.1,8.084713972,1.638862485,0.578887028,6.02E-04,0.001672623,NA,NA
CERS6,1059.435935,-0.416700378,0.12444662,6.03E-04,0.001676476,253782,ceramide synthase 6
CTB-175E5.4,329.0694068,-0.401058214,0.119463052,6.06E-04,0.001683388,NA,NA
ZNF136,763.8749746,-0.280621603,0.082647708,6.06E-04,0.001683929,7695,zinc finger protein 136
SRSF8,1446.945615,-0.214230538,0.062846856,6.08E-04,0.001688458,10929,serine and arginine rich splicing factor 8
DOK7,13.34104062,1.258651031,0.428214243,6.09E-04,0.001692519,285489,docking protein 7
C12orf60,90.62459693,-0.520746045,0.157534704,6.10E-04,0.001695494,144608,chromosome 12 open reading frame 60
RPL35,16626.87189,-0.231504104,0.068142498,6.12E-04,0.001698694,11224,ribosomal protein L35
DCUN1D3,514.1909999,0.260341923,0.076598277,6.13E-04,0.001702865,123879,defective in cullin neddylation 1 domain containing 3
METTL14,1052.214628,0.213047595,0.062509817,6.14E-04,0.001703576,57721,"methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit"
FAM200B,845.9464155,0.261477077,0.076957507,6.14E-04,0.001704852,285550,family with sequence similarity 200 member B
RP11-266K4.14,6.292809193,1.972503441,0.7095752,6.16E-04,0.001710433,NA,NA
ARL6IP6,696.1598032,-0.317705914,0.093992986,6.18E-04,0.001714843,151188,ARF like GTPase 6 interacting protein 6
NDUFB10,3617.874607,-0.201531957,0.059139753,6.18E-04,0.001715089,4716,NADH:ubiquinone oxidoreductase subunit B10
RPL7P50,15.46918312,1.117037209,0.37320918,6.18E-04,0.001716061,729449,ribosomal protein L7 pseudogene 50
LARP1B,717.2828722,-0.240411058,0.070745051,6.20E-04,0.001720844,55132,La ribonucleoprotein 1B
CLK3,1452.398775,0.216141554,0.063503493,6.21E-04,0.001723476,1198,CDC like kinase 3
RMND5B,722.5957338,-0.233765171,0.068782744,6.22E-04,0.001724855,64777,required for meiotic nuclear division 5 homolog B
FLG,325.8745307,0.609216835,0.187054731,6.24E-04,0.001729586,2312,filaggrin
SUDS3,1983.268465,0.223251788,0.065625902,6.24E-04,0.00173091,64426,"SDS3 homolog, SIN3A corepressor complex component"
AGBL2,77.86480558,0.656633108,0.203211253,6.25E-04,0.001733388,79841,AGBL carboxypeptidase 2
TSPAN13,2639.998519,-0.512414544,0.155178152,6.25E-04,0.001734319,27075,tetraspanin 13
SMIM22,106.2928894,0.625448711,0.192714677,6.28E-04,0.001740022,440335,small integral membrane protein 22
SCX,34.72342012,0.778266238,0.246028404,6.30E-04,0.001747536,642658,scleraxis bHLH transcription factor
KCTD14,270.1488126,-0.352258755,0.104661162,6.30E-04,0.001747536,65987,potassium channel tetramerization domain containing 14
MEX3C,1434.157204,0.222997139,0.065612091,6.31E-04,0.001748581,51320,mex-3 RNA binding family member C
