gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description
XKR8,588.2951751,0.490566374,0.092988767,9.21E-08,3.79E-07,55113,XK related 8
IFI44,1388.796518,-0.4923085,0.093363051,9.27E-08,3.81E-07,10561,interferon induced protein 44
EBPL,610.7026008,-0.434422093,0.082215618,9.44E-08,3.88E-07,84650,EBP like
VOPP1,1530.2586,-0.525865973,0.099998246,9.56E-08,3.93E-07,81552,VOPP1 WW domain binding protein
PLXNA4,64.09604536,-1.041226857,0.204477107,9.62E-08,3.95E-07,91584,plexin A4
ATP6V0E2,1774.043968,-0.452303105,0.085740458,9.67E-08,3.97E-07,155066,ATPase H+ transporting V0 subunit e2
ST3GAL4-AS1,227.7478867,0.567490251,0.108223204,9.73E-08,4.00E-07,NA,NA
SMARCA4,12217.11089,-0.589974342,0.112842359,9.80E-08,4.02E-07,6597,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4
NBDY,2174.730958,0.490583668,0.093227935,9.86E-08,4.05E-07,550643,negative regulator of P-body association
KCTD6,357.1408721,-0.471693188,0.089599984,9.90E-08,4.06E-07,200845,potassium channel tetramerization domain containing 6
SPINK1,18.28585519,2.14468227,0.435959798,9.96E-08,4.09E-07,6690,serine peptidase inhibitor Kazal type 1
PATE2,11.49416169,-2.516059841,0.508192875,9.98E-08,4.10E-07,399967,prostate and testis expressed 2
SLC37A1,1117.35065,0.488657551,0.092878352,1.00E-07,4.11E-07,54020,solute carrier family 37 member 1
XRN1,1530.274732,0.500306386,0.095164355,1.01E-07,4.13E-07,54464,5'-3' exoribonuclease 1
PEX12,418.3535917,0.494351715,0.094010912,1.01E-07,4.13E-07,5193,peroxisomal biogenesis factor 12
NAV1,2994.20954,0.527562708,0.100563948,1.02E-07,4.20E-07,89796,neuron navigator 1
ZNF335,1684.908962,-0.324101352,0.061244764,1.03E-07,4.23E-07,63925,zinc finger protein 335
TXNL1,2567.137761,-0.307995579,0.058179707,1.04E-07,4.25E-07,9352,thioredoxin like 1
GPC6,1009.843514,0.482348099,0.091747059,1.04E-07,4.25E-07,10082,glypican 6
CTC-228N24.3,861.5433603,-0.44981166,0.085470772,1.04E-07,4.25E-07,NA,NA
Sept-08,3257.749667,-0.309137124,0.058397079,1.04E-07,4.26E-07,NA,NA
TMEM185A,324.965386,0.475566461,0.090522519,1.04E-07,4.26E-07,84548,transmembrane protein 185A
PPP1R3C,509.302754,0.755498558,0.146161463,1.04E-07,4.27E-07,5507,protein phosphatase 1 regulatory subunit 3C
HMBOX1,326.4247784,0.499197991,0.095067723,1.04E-07,4.27E-07,79618,homeobox containing 1
RP11-255N24.3,40.80650924,-1.138863035,0.225405832,1.05E-07,4.28E-07,NA,NA
MIR17HG,56.22028177,-1.268965565,0.25360074,1.05E-07,4.28E-07,407975,miR-17-92a-1 cluster host gene
ARAP1,3097.056386,0.524163835,0.09995561,1.05E-07,4.30E-07,116985,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
C1orf213,126.9264008,0.67335209,0.129592596,1.05E-07,4.31E-07,NA,NA
CD63,20521.04232,0.623050222,0.119521605,1.05E-07,4.31E-07,967,CD63 molecule
LY96,227.158301,1.003705542,0.197561631,1.05E-07,4.32E-07,23643,lymphocyte antigen 96
DAPK1,2394.147109,0.705722281,0.136109244,1.05E-07,4.32E-07,1612,death associated protein kinase 1
TMCC2,218.5725928,0.768115753,0.148853112,1.06E-07,4.33E-07,9911,transmembrane and coiled-coil domain family 2
FAM8A1,425.4829109,0.617202483,0.118481054,1.08E-07,4.40E-07,51439,family with sequence similarity 8 member A1
OFD1,1076.203198,0.368037853,0.069770956,1.08E-07,4.40E-07,8481,OFD1 centriole and centriolar satellite protein
MTFR1,3298.957242,-0.560585427,0.1073561,1.10E-07,4.49E-07,9650,mitochondrial fission regulator 1
RWDD4,391.4611172,-0.666968234,0.128645428,1.10E-07,4.50E-07,201965,RWD domain containing 4
RBM42,2232.577355,-0.48837089,0.09318161,1.10E-07,4.51E-07,79171,RNA binding motif protein 42
RP11-810P12.7,27.9621018,1.436299308,0.288256448,1.11E-07,4.52E-07,NA,NA
DRP2,20.32475567,-1.761200089,0.357107878,1.11E-07,4.52E-07,1821,dystrophin related protein 2
ZFP69,246.9943145,-0.534520821,0.102242421,1.11E-07,4.52E-07,339559,ZFP69 zinc finger protein
SLC30A1,1635.19625,-0.452962028,0.086234733,1.11E-07,4.53E-07,7779,solute carrier family 30 member 1
FN3K,195.3034676,0.740147942,0.143324673,1.12E-07,4.57E-07,64122,fructosamine 3 kinase
SYNGR3,374.4074676,0.769026634,0.149351639,1.12E-07,4.58E-07,9143,synaptogyrin 3
RPL9,451.0657713,-0.616113998,0.118561388,1.12E-07,4.58E-07,6133,ribosomal protein L9
RP11-274B21.2,166.2543415,0.729383359,0.141248212,1.13E-07,4.60E-07,NA,NA
SRD5A1,1955.049609,0.307916381,0.058314905,1.13E-07,4.61E-07,6715,steroid 5 alpha-reductase 1
AC008265.2,11.55004763,-2.788363535,0.566643422,1.14E-07,4.65E-07,NA,NA
KLC3,113.8922615,1.035858617,0.204787086,1.14E-07,4.65E-07,147700,kinesin light chain 3
TEAD3,885.9473298,0.418791468,0.079704161,1.14E-07,4.67E-07,7005,TEA domain transcription factor 3
QSER1,2317.201459,-0.597292341,0.114783446,1.15E-07,4.67E-07,79832,glutamine and serine rich 1
GK,113.209511,-0.724701739,0.140485035,1.15E-07,4.68E-07,2710,glycerol kinase
HELZ2,1870.971499,0.692256436,0.133870654,1.16E-07,4.71E-07,85441,helicase with zinc finger 2
ATAD1,2012.476114,-0.333371094,0.063252633,1.16E-07,4.74E-07,84896,ATPase family AAA domain containing 1
MAP2K5,509.7114794,0.451268696,0.086067806,1.16E-07,4.74E-07,5607,mitogen-activated protein kinase kinase 5
ZFP57,10.39039614,3.963295458,0.778368726,1.16E-07,4.75E-07,346171,ZFP57 zinc finger protein
TYSND1,1311.207201,-0.380852724,0.072442898,1.17E-07,4.76E-07,219743,trypsin like peroxisomal matrix peptidase 1
PSME1,6517.320804,0.37554661,0.07136512,1.17E-07,4.77E-07,5720,proteasome activator subunit 1
BCKDHB,640.1040136,0.480091428,0.091717592,1.17E-07,4.78E-07,594,branched chain keto acid dehydrogenase E1 subunit beta
USP46,725.8064108,-0.392509445,0.074709106,1.17E-07,4.78E-07,64854,ubiquitin specific peptidase 46
RP11-365P13.3,30.77499415,-1.396207382,0.280987966,1.18E-07,4.79E-07,NA,NA
CT83,330.9982424,-0.528385808,0.101274864,1.18E-07,4.79E-07,203413,cancer/testis antigen 83
ENGASE,858.323369,-0.451765844,0.086251833,1.18E-07,4.81E-07,64772,endo-beta-N-acetylglucosaminidase
RP11-775D22.2,11.55862711,3.778147066,0.758204528,1.19E-07,4.84E-07,NA,NA
XXbac-BPG170G13.33,81.04762108,0.903177741,0.177176761,1.19E-07,4.85E-07,NA,NA
CEP44,538.345329,-0.440951643,0.084152905,1.19E-07,4.85E-07,80817,centrosomal protein 44
GRHL3,11.79419451,2.6792814,0.543545367,1.20E-07,4.88E-07,57822,grainyhead like transcription factor 3
SYF2,1657.10047,0.359157718,0.068304932,1.20E-07,4.90E-07,25949,SYF2 pre-mRNA splicing factor
C2CD3,1330.427338,-0.492092894,0.094249562,1.22E-07,4.98E-07,26005,C2 domain containing 3 centriole elongation regulator
ZC3HC1,2038.281734,-0.374246576,0.071274233,1.22E-07,4.98E-07,51530,zinc finger C3HC-type containing 1
NARS2,1255.363365,-0.385634525,0.073492684,1.23E-07,4.99E-07,79731,"asparaginyl-tRNA synthetase 2, mitochondrial"
TRMT2A,2188.22888,-0.511326123,0.098007919,1.23E-07,5.02E-07,27037,tRNA methyltransferase 2 homolog A
PUM2,5288.810753,-0.276581917,0.052551249,1.25E-07,5.06E-07,23369,pumilio RNA binding family member 2
CLEC2B,31.34400542,1.422675869,0.287184141,1.25E-07,5.07E-07,9976,C-type lectin domain family 2 member B
ZNF787,1440.512593,-0.663449757,0.128660054,1.25E-07,5.10E-07,126208,zinc finger protein 787
CDYL2,1233.418069,0.426433621,0.08145619,1.26E-07,5.11E-07,124359,chromodomain Y like 2
PIN1,2344.940403,-0.553632535,0.106531029,1.26E-07,5.12E-07,5300,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
CLPTM1L,8632.163833,-0.398691371,0.076196995,1.26E-07,5.13E-07,81037,CLPTM1 like
ZNF581,1384.234161,0.527519978,0.101335218,1.28E-07,5.18E-07,51545,zinc finger protein 581
PRPF8,27866.13113,-0.547395396,0.105035365,1.29E-07,5.24E-07,10594,pre-mRNA processing factor 8
ZNF618,843.2681957,0.516982596,0.09928993,1.29E-07,5.24E-07,114991,zinc finger protein 618
LMBR1,3157.835286,-0.269279795,0.051212394,1.30E-07,5.26E-07,64327,limb development membrane protein 1
ASB7,644.4505907,0.445431722,0.085311626,1.32E-07,5.35E-07,140460,ankyrin repeat and SOCS box containing 7
RP5-1063M23.2,35.77873029,-1.267830173,0.254960691,1.33E-07,5.38E-07,NA,NA
ADD3,2247.428299,0.467463997,0.089664848,1.33E-07,5.40E-07,120,adducin 3
MED4,481.4740298,-0.490702402,0.09426795,1.33E-07,5.41E-07,29079,mediator complex subunit 4
RP11-834C11.3,29.44143477,1.370588225,0.276532834,1.34E-07,5.42E-07,NA,NA
TMEM131,2910.067011,-0.458701836,0.087979582,1.34E-07,5.42E-07,23505,transmembrane protein 131
TSSC4,1395.582392,-0.693256809,0.134912934,1.34E-07,5.45E-07,10078,tumor suppressing subtransferable candidate 4
CHD6,1939.993074,0.567368316,0.109454728,1.34E-07,5.45E-07,84181,chromodomain helicase DNA binding protein 6
RP11-21B23.2,10.25804634,-3.077116873,0.625111417,1.35E-07,5.46E-07,NA,NA
RBM22,2882.338036,-0.324171759,0.061842537,1.37E-07,5.54E-07,55696,RNA binding motif protein 22
AC005592.2,10.2447879,-3.068973908,0.62483895,1.38E-07,5.61E-07,NA,NA
CKS1BP6,18.65753932,-1.955803516,0.402611869,1.40E-07,5.65E-07,652904,CDC28 protein kinase regulatory subunit 1B pseudogene 6
RP11-746P2.3,12.84869419,-2.568389238,0.529369848,1.41E-07,5.69E-07,NA,NA
TRDMT1,119.0563277,-0.734131885,0.143496775,1.42E-07,5.76E-07,1787,tRNA aspartic acid methyltransferase 1
AP000330.8,90.11965949,-0.77305484,0.151522292,1.43E-07,5.81E-07,NA,NA
RP11-766F14.2,18.7953751,1.888961739,0.38725012,1.44E-07,5.82E-07,NA,NA
RP11-366O20.4,39.44003911,-1.179853856,0.237084371,1.44E-07,5.83E-07,NA,NA
CAMSAP1,3435.317994,-0.283625429,0.054152885,1.45E-07,5.85E-07,157922,calmodulin regulated spectrin associated protein 1
TMEM242,537.6792345,-0.430134629,0.082633108,1.45E-07,5.89E-07,729515,transmembrane protein 242
EMC4,3118.069084,-0.447694975,0.086067953,1.45E-07,5.89E-07,51234,ER membrane protein complex subunit 4
ABCA17P,58.00805868,-1.141993947,0.229471092,1.46E-07,5.89E-07,650655,"ATP binding cassette subfamily A member 17, pseudogene"
RP1-34B21.6,332.1996874,0.639078864,0.124243464,1.46E-07,5.90E-07,NA,NA
DCXR,1510.288732,0.518113602,0.099975123,1.46E-07,5.91E-07,51181,dicarbonyl and L-xylulose reductase
WDR89,1170.906592,-0.402758273,0.077310266,1.46E-07,5.91E-07,112840,WD repeat domain 89
FBXO31,1405.535327,-0.359216464,0.068804997,1.47E-07,5.94E-07,79791,F-box protein 31
RWDD2B,601.5732889,-0.435983471,0.083810157,1.47E-07,5.95E-07,10069,RWD domain containing 2B
POLR3D,1691.646873,-0.308067583,0.058916099,1.48E-07,5.97E-07,661,RNA polymerase III subunit D
SMYD4,1143.062913,-0.444700289,0.085537155,1.48E-07,5.97E-07,114826,SET and MYND domain containing 4
WRAP73,902.1297017,-0.424786912,0.081633252,1.48E-07,5.98E-07,49856,"WD repeat containing, antisense to TP73"
TRRAP,4902.549389,-0.46040755,0.088726578,1.48E-07,5.99E-07,8295,transformation/transcription domain associated protein
NRROS,21.82946523,-1.611430802,0.32964037,1.49E-07,6.00E-07,375387,negative regulator of reactive oxygen species
PRSS35,18.38902905,1.84157566,0.377950418,1.50E-07,6.07E-07,167681,serine protease 35
SHANK2,429.6552133,-0.4248499,0.081693083,1.51E-07,6.08E-07,22941,SH3 and multiple ankyrin repeat domains 2
DIAPH2,956.7688121,-0.413012731,0.079381398,1.51E-07,6.09E-07,1730,diaphanous related formin 2
CPNE1,8175.667709,0.264360113,0.05043409,1.51E-07,6.11E-07,8904,copine 1
RP11-417E7.1,24.4740859,1.61835773,0.331366485,1.53E-07,6.17E-07,NA,NA
RAB30,507.5757216,0.744177055,0.145952943,1.54E-07,6.22E-07,27314,"RAB30, member RAS oncogene family"
LIMS1,1873.820138,0.415349537,0.079871441,1.54E-07,6.22E-07,3987,LIM zinc finger domain containing 1
SELPLG,155.6769405,0.664802373,0.129639452,1.55E-07,6.24E-07,6404,selectin P ligand
ZNF282,1869.788333,-0.380581663,0.073120768,1.55E-07,6.27E-07,8427,zinc finger protein 282
GNAS,37639.50419,0.354667755,0.067967205,1.56E-07,6.29E-07,2778,GNAS complex locus
HSPA5,35061.88289,0.282599709,0.054035817,1.56E-07,6.29E-07,3309,heat shock protein family A (Hsp70) member 5
TRAF3,3397.316708,-0.404263308,0.077754973,1.57E-07,6.31E-07,7187,TNF receptor associated factor 3
BEAN1,70.07120705,1.001045042,0.199726219,1.57E-07,6.32E-07,146227,brain expressed associated with NEDD4 1
COX11,1693.495281,-0.347439444,0.066693492,1.57E-07,6.35E-07,1353,cytochrome c oxidase copper chaperone COX11
CD59,14781.56693,0.40166535,0.077241587,1.58E-07,6.35E-07,966,CD59 molecule (CD59 blood group)
DDIT4,872.367544,0.626298049,0.121967771,1.58E-07,6.35E-07,54541,DNA damage inducible transcript 4
MFSD13A,636.3671173,0.491596356,0.095001211,1.59E-07,6.39E-07,79847,major facilitator superfamily domain containing 13A
HSP90AA6P,65.93155466,-0.908765475,0.180446671,1.59E-07,6.41E-07,441051,"heat shock protein 90 alpha family class A member 6, pseudogene"
CENPC,545.0235207,-0.453732587,0.087562615,1.60E-07,6.43E-07,1060,centromere protein C
BDNF-AS1,15.95734462,1.99728794,0.411050843,1.61E-07,6.47E-07,NA,NA
PAF1,1262.191457,-0.302556246,0.05805377,1.63E-07,6.57E-07,54623,"PAF1 homolog, Paf1/RNA polymerase II complex component"
PHF1,1046.456805,0.342798326,0.065857444,1.64E-07,6.59E-07,5252,PHD finger protein 1
RP11-220I1.1,2805.07435,0.317308972,0.060892554,1.64E-07,6.59E-07,NA,NA
ATP6AP1,7490.920632,0.364869983,0.070237917,1.65E-07,6.63E-07,537,ATPase H+ transporting accessory protein 1
ELP3,1677.34148,-0.363867606,0.070022813,1.66E-07,6.67E-07,55140,elongator acetyltransferase complex subunit 3
NR6A1,148.4148398,-0.655606383,0.128282433,1.69E-07,6.78E-07,2649,nuclear receptor subfamily 6 group A member 1
STX19,13.38159821,2.39501412,0.494913798,1.69E-07,6.80E-07,415117,syntaxin 19
RP11-253M7.1,73.57488848,0.913119438,0.181809776,1.70E-07,6.83E-07,NA,NA
SPON2,32.38903645,1.34906144,0.274707281,1.70E-07,6.84E-07,10417,spondin 2
RP11-259N19.1,136.7950906,-0.799468927,0.158105049,1.70E-07,6.85E-07,NA,NA
RP11-267N12.3,118.1019152,-0.703717863,0.138241167,1.72E-07,6.92E-07,NA,NA
PARP8,799.4310488,0.452266759,0.087486787,1.73E-07,6.96E-07,79668,poly(ADP-ribose) polymerase family member 8
AP3B1,4902.743334,0.32224286,0.061991516,1.74E-07,6.99E-07,8546,adaptor related protein complex 3 subunit beta 1
RP1-111C20.4,24.40597467,1.610785586,0.331665224,1.75E-07,7.05E-07,NA,NA
SLIT1,24.21067319,1.645035438,0.33888601,1.75E-07,7.05E-07,6585,slit guidance ligand 1
AOC1,68.18249224,1.050264697,0.211117264,1.77E-07,7.10E-07,26,amine oxidase copper containing 1
RP11-411G2.1,16.57929271,-1.870546903,0.387264773,1.78E-07,7.15E-07,NA,NA
ZNF124,242.3101985,-0.530314022,0.103188167,1.78E-07,7.16E-07,7678,zinc finger protein 124
OGT,10480.58978,0.466725038,0.090438783,1.79E-07,7.17E-07,8473,O-linked N-acetylglucosamine (GlcNAc) transferase
MKNK1,959.2995815,0.35199099,0.067899153,1.82E-07,7.30E-07,8569,MAPK interacting serine/threonine kinase 1
PPOX,969.2698833,0.387941586,0.074967564,1.82E-07,7.32E-07,5498,protoporphyrinogen oxidase
MAP1LC3B,5946.347995,0.484769119,0.094116202,1.82E-07,7.32E-07,81631,microtubule associated protein 1 light chain 3 beta
TCEANC2,389.3200086,-0.477648015,0.092727847,1.83E-07,7.34E-07,127428,transcription elongation factor A N-terminal and central domain containing 2
RUFY2,1008.372221,0.364882515,0.070434949,1.83E-07,7.35E-07,55680,RUN and FYVE domain containing 2
SEMA6A,149.6714414,-0.689056743,0.135553254,1.84E-07,7.38E-07,57556,semaphorin 6A
ARF1,20329.59516,-0.396093995,0.076287589,1.84E-07,7.40E-07,375,ARF GTPase 1
NUAK2,919.0461478,0.777202347,0.153850482,1.85E-07,7.41E-07,81788,NUAK family kinase 2
ZFR,4925.698677,-0.390627625,0.075564998,1.85E-07,7.43E-07,51663,zinc finger RNA binding protein
CACNA1B,251.9529983,0.598344399,0.116989257,1.85E-07,7.43E-07,774,calcium voltage-gated channel subunit alpha1 B
L29074.1,70.67539088,0.932757071,0.186416844,1.86E-07,7.44E-07,NA,NA
MGAM,36.70938125,-1.351012556,0.276813398,1.86E-07,7.45E-07,8972,maltase-glucoamylase
TCEAL4,4963.43623,0.320592268,0.061825974,1.88E-07,7.53E-07,79921,transcription elongation factor A like 4
AURKAIP1,2600.954613,-0.588818225,0.115193438,1.88E-07,7.53E-07,54998,aurora kinase A interacting protein 1
ZMYM2,3224.250259,0.319470339,0.061616793,1.88E-07,7.54E-07,7750,zinc finger MYM-type containing 2
MIR324,70.65708923,0.933981401,0.18689233,1.88E-07,7.54E-07,442898,microRNA 324
JADE1,1341.436911,-0.534355756,0.104215636,1.89E-07,7.57E-07,79960,jade family PHD finger 1
TBCA,2169.092825,-0.321017851,0.061935185,1.91E-07,7.64E-07,6902,tubulin folding cofactor A
RP4-726N20.2,39.53515076,1.191538945,0.242129625,1.91E-07,7.65E-07,NA,NA
UNK,1468.029267,0.372656767,0.072096862,1.93E-07,7.71E-07,85451,unk zinc finger
GGACT,44.16054145,1.102871709,0.222888793,1.93E-07,7.71E-07,87769,gamma-glutamylamine cyclotransferase
POLR2I,341.3887839,-0.560997018,0.109672607,1.93E-07,7.73E-07,5438,RNA polymerase II subunit I
PROSER2,1156.685555,-0.508309414,0.099091764,1.93E-07,7.74E-07,254427,proline and serine rich 2
MOGAT3,5.468513311,6.498877137,2.487190034,1.94E-07,7.75E-07,346606,monoacylglycerol O-acyltransferase 3
DAZAP2,14490.57027,0.432525642,0.083844177,1.94E-07,7.77E-07,9802,DAZ associated protein 2
PHLPP1,695.6036126,-0.528918178,0.103217578,1.95E-07,7.79E-07,23239,PH domain and leucine rich repeat protein phosphatase 1
EDC4,3399.578324,-0.372268953,0.072080372,1.95E-07,7.79E-07,23644,enhancer of mRNA decapping 4
CTD-3074O7.5,202.4865635,0.546690055,0.106820775,1.98E-07,7.90E-07,NA,NA
DPYSL3,3692.794619,0.490863732,0.095623672,1.99E-07,7.95E-07,1809,dihydropyrimidinase like 3
HACL1,1703.087768,-0.358240196,0.069381471,1.99E-07,7.96E-07,26061,2-hydroxyacyl-CoA lyase 1
OAZ2,2563.151723,0.356112879,0.068960263,2.01E-07,8.04E-07,4947,ornithine decarboxylase antizyme 2
TRIM62,206.7863719,0.570330711,0.111705513,2.03E-07,8.11E-07,55223,tripartite motif containing 62
RP11-67B16.1,104.0630883,0.832549231,0.165963612,2.03E-07,8.12E-07,NA,NA
ID4,663.107493,0.621922846,0.122256829,2.04E-07,8.17E-07,3400,inhibitor of DNA binding 4
RP13-895J2.3,82.2434202,-0.803573966,0.1599332,2.05E-07,8.19E-07,NA,NA
PLEKHG4,5460.780976,0.337280914,0.0653138,2.05E-07,8.20E-07,25894,pleckstrin homology and RhoGEF domain containing G4
LYSMD1,521.0717149,0.386374486,0.074979128,2.06E-07,8.21E-07,388695,LysM domain containing 1
CACNB2,32.75227942,-1.48327971,0.306686084,2.05E-07,8.21E-07,783,calcium voltage-gated channel auxiliary subunit beta 2
FLOT2,3579.336546,0.414769488,0.080485153,2.07E-07,8.27E-07,2319,flotillin 2
POLI,642.8549216,0.421572624,0.081960341,2.07E-07,8.27E-07,11201,DNA polymerase iota
NFXL1,930.6130873,-0.359707995,0.069808163,2.10E-07,8.38E-07,152518,"nuclear transcription factor, X-box binding like 1"
SLC23A3,62.64527794,0.998616597,0.201507792,2.10E-07,8.38E-07,151295,solute carrier family 23 member 3
ZNHIT2,218.2472969,-0.832518697,0.166364218,2.10E-07,8.39E-07,741,zinc finger HIT-type containing 2
FTSJ1,5024.393031,-0.380585235,0.073938511,2.11E-07,8.43E-07,24140,FtsJ RNA 2'-O-methyltransferase 1
CAP2,1627.529159,0.575412501,0.112927504,2.12E-07,8.45E-07,10486,cyclase associated actin cytoskeleton regulatory protein 2
TCP11L1,879.7373302,0.534147621,0.104551319,2.12E-07,8.45E-07,55346,t-complex 11 like 1
NDUFS8,5103.146922,-0.531194262,0.104041668,2.12E-07,8.47E-07,4728,NADH:ubiquinone oxidoreductase core subunit S8
MSANTD3,2656.370654,-0.511862014,0.100199507,2.13E-07,8.50E-07,91283,Myb/SANT DNA binding domain containing 3
RP11-448G15.3,82.28860253,0.896679187,0.179954493,2.15E-07,8.56E-07,NA,NA
ZMIZ2,6208.716297,0.404166719,0.078616103,2.15E-07,8.57E-07,83637,zinc finger MIZ-type containing 2
RPL41,2171.106678,-0.343734952,0.066693617,2.18E-07,8.69E-07,6171,ribosomal protein L41
RBM27,945.0215469,-0.500904891,0.098054299,2.18E-07,8.71E-07,54439,RNA binding motif protein 27
GPR143,13.2542054,2.271350588,0.474078138,2.19E-07,8.71E-07,4935,G protein-coupled receptor 143
AC009487.6,59.94223411,-0.935087287,0.188215006,2.19E-07,8.72E-07,NA,NA
TMEM43,7981.624887,0.267683057,0.051876788,2.24E-07,8.91E-07,79188,transmembrane protein 43
YME1L1,7551.882181,-0.287501551,0.056666375,2.26E-07,8.99E-07,10730,YME1 like 1 ATPase
COPS4,1473.159868,-0.319369555,0.062062548,2.27E-07,9.04E-07,51138,COP9 signalosome subunit 4
KLHL28,442.15219,0.529311424,0.103860879,2.28E-07,9.08E-07,54813,kelch like family member 28
STOM,4076.564946,-0.268199767,0.052036521,2.28E-07,9.08E-07,2040,stomatin
CNPPD1,2507.002676,0.320084532,0.062186565,2.30E-07,9.14E-07,27013,cyclin Pas1/PHO80 domain containing 1
RP1-290I10.8,23.19759508,1.682122066,0.351227812,2.30E-07,9.15E-07,NA,NA
MAPK8IP3,2183.234549,0.483505806,0.094701802,2.31E-07,9.20E-07,23162,mitogen-activated protein kinase 8 interacting protein 3
ZMAT1,221.0889071,0.62763799,0.124034902,2.33E-07,9.27E-07,84460,zinc finger matrin-type 1
AC011753.3,470.0538824,-0.744768544,0.148502419,2.33E-07,9.28E-07,NA,NA
TNNI2,18.15386768,1.818891466,0.380106914,2.35E-07,9.36E-07,7136,"troponin I2, fast skeletal type"
LMTK3,273.8964355,0.714394771,0.142068157,2.36E-07,9.39E-07,114783,lemur tyrosine kinase 3
SBDS,7105.320367,-0.479313038,0.093970483,2.37E-07,9.40E-07,51119,SBDS ribosome maturation factor
RP11-318M2.2,41.21847627,1.155638435,0.236249674,2.37E-07,9.40E-07,NA,NA
ZNF586,1206.275181,-0.415959524,0.081279351,2.37E-07,9.40E-07,54807,zinc finger protein 586
SLC12A4,2294.771461,-0.306791505,0.059661392,2.38E-07,9.44E-07,6560,solute carrier family 12 member 4
PLAGL2,1309.647988,-0.439121148,0.085909921,2.38E-07,9.44E-07,5326,PLAG1 like zinc finger 2
SON,8325.385107,-0.453334031,0.088891619,2.38E-07,9.46E-07,6651,SON DNA and RNA binding protein
HACD4,729.6183316,0.541328524,0.106465202,2.40E-07,9.54E-07,401494,3-hydroxyacyl-CoA dehydratase 4
METTL4,450.06038,-0.444502939,0.087047199,2.41E-07,9.58E-07,64863,"methyltransferase 4, N6-adenosine"
PLEKHG6,92.58311938,0.986140187,0.200096434,2.42E-07,9.62E-07,55200,pleckstrin homology and RhoGEF domain containing G6
NOP10,5071.489053,-0.419774794,0.082132622,2.44E-07,9.70E-07,55505,NOP10 ribonucleoprotein
RCAN3,575.2782866,0.370832181,0.072377966,2.46E-07,9.75E-07,11123,RCAN family member 3
KAT2B,338.5622026,0.546977148,0.107736324,2.46E-07,9.75E-07,8850,lysine acetyltransferase 2B
RP5-857K21.6,1033.2123,0.415895639,0.081351306,2.47E-07,9.78E-07,NA,NA
CARM1,5661.705561,-0.555393277,0.109411258,2.47E-07,9.78E-07,10498,coactivator associated arginine methyltransferase 1
PLBD2,5102.453764,0.429540609,0.0840933,2.48E-07,9.84E-07,196463,phospholipase B domain containing 2
UBE2B,1330.890358,0.475523414,0.09333815,2.50E-07,9.91E-07,7320,ubiquitin conjugating enzyme E2 B
SLC9A7,3711.651474,-0.344566236,0.067266525,2.50E-07,9.91E-07,84679,solute carrier family 9 member A7
GPR146,37.13830514,1.374590063,0.28502937,2.52E-07,1.00E-06,115330,G protein-coupled receptor 146
PDGFC,1516.317354,0.354056703,0.069115103,2.52E-07,1.00E-06,56034,platelet derived growth factor C
AIFM1,5241.203914,-0.305153038,0.059494015,2.53E-07,1.00E-06,9131,apoptosis inducing factor mitochondria associated 1
WAS,58.27774357,0.944404714,0.191204798,2.53E-07,1.00E-06,7454,WASP actin nucleation promoting factor
FAM161B,321.2512017,0.490863039,0.096499868,2.55E-07,1.01E-06,145483,FAM161 centrosomal protein B
ANKRD18DP,9.333195731,-3.600055432,0.741209466,2.56E-07,1.01E-06,348840,"ankyrin repeat domain 18D, pseudogene"
ZBTB21,1231.389132,0.484140371,0.095202915,2.56E-07,1.02E-06,49854,zinc finger and BTB domain containing 21
DNAJC21,2822.439937,-0.297550883,0.058026193,2.56E-07,1.02E-06,134218,DnaJ heat shock protein family (Hsp40) member C21
ULBP2,359.0678876,0.453527113,0.088911124,2.57E-07,1.02E-06,80328,UL16 binding protein 2
TMEM199,542.2723229,-0.384371818,0.075236554,2.58E-07,1.02E-06,147007,transmembrane protein 199
PIGM,1211.665053,-0.306089802,0.059722342,2.59E-07,1.02E-06,93183,phosphatidylinositol glycan anchor biosynthesis class M
ACBD3,2698.971618,0.273980942,0.053394405,2.59E-07,1.02E-06,64746,acyl-CoA binding domain containing 3
ARL14,343.9814343,-0.671980611,0.133824992,2.59E-07,1.03E-06,80117,ARF like GTPase 14
RP3-330O12.5,11.51376761,2.48620106,0.521759965,2.60E-07,1.03E-06,NA,NA
HDHD3,983.2997018,0.452113373,0.088802174,2.63E-07,1.04E-06,81932,haloacid dehalogenase like hydrolase domain containing 3
ALKBH7,771.6257373,0.681487152,0.135839287,2.65E-07,1.05E-06,84266,alkB homolog 7
LFNG,716.360404,-0.660034715,0.131434396,2.65E-07,1.05E-06,3955,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
GPRC5D,63.00263962,-0.953057253,0.193579135,2.66E-07,1.05E-06,55507,G protein-coupled receptor class C group 5 member D
MYLK3,23.6607537,1.68569397,0.354116222,2.69E-07,1.06E-06,91807,myosin light chain kinase 3
GRB14,299.0594836,0.712740403,0.142518756,2.69E-07,1.06E-06,2888,growth factor receptor bound protein 14
