category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,19/783,175/6540,0.10857142857142857,0.9068418171866447,-0.46065868521963266,0.7120491745398784,0.9999997996974109,0.8999839189517168,7042/27250/3690/3593/22808/6237/10451/2065/6385/1278/1277/1026/7124/5582/7097/54361/4060/7448/815,19
Organismal Systems,Environmental adaptation,hsa04710,Circadian rhythm,3/783,30/6540,0.1,0.8352490421455939,-0.33353123862881,0.714396426744395,0.9999997996974109,0.8999839189517168,6097/8553/1628,3
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,19/783,176/6540,0.10795454545454546,0.9016893068617207,-0.4875626641967844,0.7213804228438958,0.9999997996974109,0.8999839189517168,6773/3133/4939/3134/1643/3718/4938/317/3665/10379/4616/1026/7124/7097/3569/5602/377841/3456/919,19
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,6/783,59/6540,0.1016949152542373,0.8494058055717905,-0.4285008223559462,0.725043103516103,0.9999997996974109,0.8999839189517168,83464/1840/6310/23220/7091/28514,6
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,7/783,69/6540,0.10144927536231885,0.8473541007274141,-0.47006987761782465,0.7352803647479265,0.9999997996974109,0.8999839189517168,1643/3718/4616/1026/5582/238/5979,7
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,3/783,31/6540,0.0967741935483871,0.8083055246570263,-0.3945224693713567,0.7354370666149401,0.9999997996974109,0.8999839189517168,11227/9245/10610,3
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,3/783,31/6540,0.0967741935483871,0.8083055246570263,-0.3945224693713567,0.7354370666149401,0.9999997996974109,0.8999839189517168,3417/55753/189,3
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2/783,21/6540,0.09523809523809523,0.7954752782338989,-0.34618113888128244,0.7355376311547721,0.9999997996974109,0.8999839189517168,9348/2134,2
Organismal Systems,Endocrine system,hsa04928,"Parathyroid hormone synthesis, secretion and action",10/783,97/6540,0.10309278350515463,0.8610814867480349,-0.5083237052745634,0.7400729712487584,0.9999997996974109,0.8999839189517168,5337/4205/142680/1026/5582/84699/4929/196883/23236/10568,10
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,4/783,41/6540,0.0975609756097561,0.8148771142883844,-0.43849758548732837,0.7404297288852875,0.9999997996974109,0.8999839189517168,1890/23604/1026/7380,4
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,11/783,107/6540,0.102803738317757,0.8586672395889282,-0.5435836550346754,0.7498737462934421,0.9999997996974109,0.8999839189517168,3872/3868/1509/4846/9687/84699/196883/25759/23236/3857/2911,11
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,9/783,89/6540,0.10112359550561797,0.844633862843859,-0.5442222398725913,0.7542108761641574,0.9999997996974109,0.8999839189517168,8740/4616/2920/2921/4050/7124/23643/3929/3553,9
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,9/783,89/6540,0.10112359550561797,0.844633862843859,-0.5442222398725913,0.7542108761641574,0.9999997996974109,0.8999839189517168,10398/81607/3643/83439/57493/54922/58498/1496/1003,9
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,6/783,61/6540,0.09836065573770492,0.8215564348973055,-0.5163572199260823,0.7546624010993161,0.9999997996974109,0.8999839189517168,8605/10451/7124/5602/240/123745,6
Genetic Information Processing,"Folding, sorting and degradation",hsa04130,SNARE interactions in vesicular transport,3/783,32/6540,0.09375,0.7830459770114943,-0.4536880703246159,0.755233510797631,0.9999997996974109,0.8999839189517168,6844/10791/415117,3
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,4/783,42/6540,0.09523809523809523,0.7954752782338989,-0.4903645173380909,0.7576806087245604,0.9999997996974109,0.8999839189517168,477/6543/5582/23236,4
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,2/783,22/6540,0.09090909090909091,0.7593173110414491,-0.4170013415947746,0.7590561068677921,0.9999997996974109,0.8999839189517168,3133/3134,2
Metabolism,Glycan biosynthesis and metabolism,hsa00510,N-Glycan biosynthesis,5/783,52/6540,0.09615384615384616,0.803124078986148,-0.5256265442036636,0.7625930736816044,0.9999997996974109,0.8999839189517168,57134/4121/11320/4248/84620,5
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,5/783,52/6540,0.09615384615384616,0.803124078986148,-0.5256265442036636,0.7625930736816044,0.9999997996974109,0.8999839189517168,8611/57104/441282/57016/346606,5
Environmental Information Processing,Signal transduction,hsa04310,Wnt signaling pathway,15/783,145/6540,0.10344827586206896,0.8640507332540627,-0.6104906701649987,0.76592585277601,0.9999997996974109,0.8999839189517168,4776/2239/83439/5582/10023/4920/7091/84870/54361/5602/815/23236/147111/343637/6424,15
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,8/783,81/6540,0.09876543209876543,0.824937325575895,-0.5846444900183203,0.7698246603349606,0.9999997996974109,0.8999839189517168,5337/8605/778/196883/5602/815/23236/123745,8
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,5/783,53/6540,0.09433962264150944,0.7879707944769754,-0.5715445749992608,0.7772486473337411,0.9999997996974109,0.8999839189517168,6648/3643/8660/1410/196883,5
Organismal Systems,Nervous system,hsa04720,Long-term potentiation,5/783,53/6540,0.09433962264150944,0.7879707944769754,-0.5715445749992608,0.7772486473337411,0.9999997996974109,0.8999839189517168,2903/5582/815/23236/2911,5
Human Diseases,Cancer: specific types,hsa05217,Basal cell carcinoma,5/783,53/6540,0.09433962264150944,0.7879707944769754,-0.5715445749992608,0.7772486473337411,0.9999997996974109,0.8999839189517168,1643/83439/4616/1026/54361,5
Metabolism,Metabolism of cofactors and vitamins,hsa00730,Thiamine metabolism,1/783,12/6540,0.08333333333333333,0.6960408684546615,-0.38864598021257263,0.7838153119510418,0.9999997996974109,0.8999839189517168,250,1
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,25/783,238/6540,0.10504201680672269,0.877362439228565,-0.7107407529259384,0.7894346418080966,0.9999997996974109,0.8999839189517168,10398/89953/257364/7846/5869/6237/113146/834/83439/4646/5287/11035/8743/653857/7124/7097/83657/347733/23643/147700/3569/58498/5602/1780/3553,25
Metabolism,Carbohydrate metabolism,hsa00520,Amino sugar and nucleotide sugar metabolism,3/783,34/6540,0.08823529411764706,0.7369844489519947,-0.5670251098060184,0.7912317436278291,0.9999997996974109,0.8999839189517168,5973/91373/80201,3
Metabolism,Global and overview maps,hsa01250,Biosynthesis of nucleotide sugars,3/783,34/6540,0.08823529411764706,0.7369844489519947,-0.5670251098060184,0.7912317436278291,0.9999997996974109,0.8999839189517168,91373/80201/55586,3
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,8/783,83/6540,0.0963855421686747,0.805059317730693,-0.6591201211546082,0.7928626369530897,0.9999997996974109,0.8999839189517168,83439/5582/84699/196883/54361/815/23236/3815,8
Organismal Systems,Digestive system,hsa04976,Bile secretion,4/783,45/6540,0.08888888888888889,0.7424435930183058,-0.6393335157669577,0.8041113672906383,0.9999997996974109,0.8999839189517168,6550/477/196883/6344,4
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,6/783,65/6540,0.09230769230769231,0.7709991158267021,-0.684246187196405,0.8067599819532019,0.9999997996974109,0.8999839189517168,445/1491/113675/3417/10993/8277,6
Metabolism,Glycan biosynthesis and metabolism,hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,1/783,13/6540,0.07692307692307693,0.6424992631889184,-0.47580636345093946,0.8097455525672081,0.9999997996974109,0.8999839189517168,93010,1
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,7/783,75/6540,0.09333333333333334,0.7795657726692209,-0.7080498439280286,0.8101431508163232,0.9999997996974109,0.8999839189517168,8912/2903/2788/5582/196883/815/23236,7
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,5/783,56/6540,0.08928571428571429,0.7457580733442802,-0.7046251112139392,0.8170430443223393,0.9999997996974109,0.8999839189517168,221/80201/55902/84532/222,5
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,5/783,56/6540,0.08928571428571429,0.7457580733442802,-0.7046251112139392,0.8170430443223393,0.9999997996974109,0.8999839189517168,1643/83439/4616/1026/1496,5
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,6/783,66/6540,0.09090909090909091,0.7593173110414491,-0.7247177696602122,0.8183418676245116,0.9999997996974109,0.8999839189517168,317/27113/2946/1026/2938/2939,6
Human Diseases,Infectious disease: bacterial,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,6/783,66/6540,0.09090909090909091,0.7593173110414491,-0.7247177696602122,0.8183418676245116,0.9999997996974109,0.8999839189517168,245972/50617/2920/6352/2921/5602,6
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,6/783,66/6540,0.09090909090909091,0.7593173110414491,-0.7247177696602122,0.8183418676245116,0.9999997996974109,0.8999839189517168,7042/201163/2034/1026/5155/9915,6
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,19/783,188/6540,0.10106382978723404,0.8441346702535256,-0.7996715356749132,0.8185291927160341,0.9999997996974109,0.8999839189517168,57121/7846/9076/834/4646/8743/4642/137075/2212/653857/7124/4542/1364/1366/347733/3569/5602/3553/51208,19
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,7/783,76/6540,0.09210526315789473,0.7693083282919944,-0.7459787793693516,0.820872215759763,0.9999997996974109,0.8999839189517168,7042/5337/1643/4616/1026/9459/5602,7
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,3/783,36/6540,0.08333333333333333,0.6960408684546615,-0.6743954228812985,0.8227139337911776,0.9999997996974109,0.8999839189517168,23461/368/1672,3
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,7/783,77/6540,0.09090909090909091,0.7593173110414491,-0.7834505224139213,0.8311224942831668,0.9999997996974109,0.8999839189517168,6648/8408/3643/8660/84699/196883/10891,7
Metabolism,Lipid metabolism,hsa00062,Fatty acid elongation,2/783,26/6540,0.07692307692307693,0.6424992631889184,-0.673562923210022,0.835825798645352,0.9999997996974109,0.8999839189517168,641371/79993,2
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,12/783,126/6540,0.09523809523809523,0.7954752782338989,-0.8548797705383071,0.8400399615140428,0.9999997996974109,0.8999839189517168,1643/83439/4616/1026/10023/54361/9965/25759/28514/2254/8822/3815,12
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,10/783,108/6540,0.09259259259259259,0.7733787427274017,-0.8757455506437778,0.8483454996602385,0.9999997996974109,0.8999839189517168,4329/113675/3417/80201/55902/55753/84532/10993/189/8277,10
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,3/783,38/6540,0.07894736842105263,0.6594071385359951,-0.7765014874504313,0.850053773144611,0.9999997996974109,0.8999839189517168,57134/4121/11320,3
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,7/783,79/6540,0.08860759493670886,0.7400940879771085,-0.8570738971384284,0.8502286187487194,0.9999997996974109,0.8999839189517168,868/2065/1026/5582/25759/5602/815,7
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,7/783,79/6540,0.08860759493670886,0.7400940879771085,-0.8570738971384284,0.8502286187487194,0.9999997996974109,0.8999839189517168,5264/3417/6648/3155/51268/8528/189,7
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,2/783,27/6540,0.07407407407407407,0.6187029941819213,-0.7321383782626777,0.8512046869265535,0.9999997996974109,0.8999839189517168,23308/3569,2
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",9/783,99/6540,0.09090909090909091,0.7593173110414491,-0.889865229614737,0.8536618828508158,0.9999997996974109,0.8999839189517168,3486/8660/778/5582/84699/196883/25759/5602/23236,9
Organismal Systems,Endocrine system,hsa04924,Renin secretion,4/783,49/6540,0.08163265306122448,0.6818359527719132,-0.8243882115854841,0.8544943093184342,0.9999997996974109,0.8999839189517168,183/4881/778/23236,4
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,12/783,128/6540,0.09375,0.7830459770114943,-0.9141434896492294,0.8548422673500885,0.9999997996974109,0.8999839189517168,10451/834/6347/2212/653857/7124/4210/3569/2533/5602/3553/3456,12
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,10/783,109/6540,0.09174311926605505,0.7662835249042146,-0.9074062303097913,0.8561318168446727,0.9999997996974109,0.8999839189517168,5333/3690/84812/1827/489/477/5582/54361/23236/10231,10
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,6/783,70/6540,0.08571428571428572,0.715927750410509,-0.8811789726662628,0.8592630173331942,0.9999997996974109,0.8999839189517168,10451/27071/8519/25780/973/971,6
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,21/783,214/6540,0.09813084112149532,0.8196369105167042,-0.9893008761544186,0.8650118875314637,0.9999997996974109,0.8999839189517168,5333/10398/58528/718/84812/55062/8878/80201/64121/4303/834/84557/653857/6352/440738/7124/58498/5602/23236/3553/3456,21
Metabolism,Glycan biosynthesis and metabolism,hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2/783,28/6540,0.07142857142857142,0.5966064586754242,-0.7888404918704077,0.8652599979964366,0.9999997996974109,0.8999839189517168,8705/80235,2
Organismal Systems,Digestive system,hsa04980,Cobalamin transport and metabolism,1/783,16/6540,0.0625,0.5220306513409961,-0.7058972615207704,0.8703387944419344,0.9999997996974109,0.8999839189517168,55788,1
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,15/783,159/6540,0.09433962264150944,0.7879707944769754,-0.998132762178387,0.8711856875201865,0.9999997996974109,0.8999839189517168,2934/245972/3133/718/1030/10014/3134/3718/3249/85477/3665/10379/1026/84699/1232,15
Metabolism,Carbohydrate metabolism,hsa00620,Pyruvate metabolism,3/783,40/6540,0.075,0.6264367816091954,-0.873928415829947,0.8736477334777372,0.9999997996974109,0.8999839189517168,197257/55902/84532,3
Cellular Processes,Cellular community - eukaryotes,hsa04530,Tight junction,14/783,150/6540,0.09333333333333334,0.7795657726692209,-1.007192921132192,0.8741173533819467,0.9999997996974109,0.8999839189517168,10398/7846/9076/27134/3993/84952/92359/137075/653857/1364/154796/1366/5602/51208,14
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,14/783,150/6540,0.09333333333333334,0.7795657726692209,-1.007192921132192,0.8741173533819467,0.9999997996974109,0.8999839189517168,7042/1643/7296/83439/4616/2946/3162/1026/5582/10023/54361/2938/25759/2939,14
Human Diseases,Endocrine and metabolic disease,hsa04934,Cushing syndrome,12/783,131/6540,0.0916030534351145,0.7651136263929104,-1.0014672923728245,0.8750151678282247,0.9999997996974109,0.8999839189517168,183/1030/8912/83439/778/1026/84699/196883/54361/815/23236/3776,12
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),2/783,29/6540,0.06896551724137931,0.576033822169375,-0.8438102529963767,0.878087755622028,0.9999997996974109,0.8999839189517168,3417/55753,2
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,5/783,62/6540,0.08064516129032258,0.6735879372141885,-0.952313646905774,0.8794275617687952,0.9999997996974109,0.8999839189517168,4599/4600/200316/9638/80237,5
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,6/783,73/6540,0.0821917808219178,0.6865060620374743,-0.9932934733561399,0.8847036621813025,0.9999997996974109,0.8999839189517168,2065/5582/5155/25759/3569/5159,6
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,8/783,94/6540,0.0851063829787234,0.7108502486345479,-1.0413099887937594,0.8896953485086523,0.9999997996974109,0.8999839189517168,7113/83439/1026/84699/5155/5159/2348/2911,8
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,7/783,84/6540,0.08333333333333333,0.6960408684546615,-1.0339785090289713,0.8904223955195535,0.9999997996974109,0.8999839189517168,7042/1643/27113/83439/4616/1026/5602,7
Human Diseases,Substance dependence,hsa05030,Cocaine addiction,3/783,42/6540,0.07142857142857142,0.5966064586754242,-0.9671685529299902,0.8938945086467727,0.9999997996974109,0.8999839189517168,2903/84699/2912,3
Human Diseases,Cancer: overview,hsa05230,Central carbon metabolism in cancer,5/783,64/6540,0.078125,0.6525383141762452,-1.0301060179992052,0.8957368967901386,0.9999997996974109,0.8999839189517168,3417/80201/5159/3815/5979,5
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,9/783,105/6540,0.08571428571428572,0.715927750410509,-1.0821503877466032,0.8960267714057559,0.9999997996974109,0.8999839189517168,2788/778/5582/196883/57030/56901/5602/23236/2911,9
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,7/783,85/6540,0.08235294117647059,0.687852152355195,-1.0682185594546298,0.8972681976771267,0.9999997996974109,0.8999839189517168,5333/84812/79837/8897/5287/5582/23236,7
Metabolism,Glycan biosynthesis and metabolism,hsa00541,Biosynthesis of various nucleotide sugars,1/783,18/6540,0.05555555555555555,0.464027245636441,-0.8397055112963662,0.8995966592116011,0.9999997996974109,0.8999839189517168,91373,1
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,3/783,44/6540,0.06818181818181818,0.5694879832810867,-1.0566399905573463,0.9111805985956387,0.9999997996974109,0.8999839189517168,11227/23127/84620,3
Human Diseases,Substance dependence,hsa05031,Amphetamine addiction,4/783,56/6540,0.07142857142857142,0.5966064586754242,-1.1179950634330962,0.9163086807062915,0.9999997996974109,0.8999839189517168,2903/5582/84699/815,4
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,17/783,188/6540,0.09042553191489362,0.7552783891742073,-1.2555512291297537,0.9190074051353521,0.9999997996974109,0.8999839189517168,3690/3133/3134/4776/6347/2788/6352/1026/7124/5582/84699/196883/1232/3569/23236/3553/3456,17
Organismal Systems,Digestive system,hsa04977,Vitamin digestion and absorption,1/783,20/6540,0.05,0.41762452107279696,-0.9619061812873083,0.9222590331437833,0.9999997996974109,0.8999839189517168,55788,1
Environmental Information Processing,Signal transduction,hsa04340,Hedgehog signaling pathway,3/783,46/6540,0.06521739130434782,0.544727636181909,-1.1427007094534916,0.925870753768895,0.9999997996974109,0.8999839189517168,1954/55733/23432,3
Human Diseases,Substance dependence,hsa05032,Morphine addiction,4/783,59/6540,0.06779661016949153,0.5662705370478602,-1.2341341063024425,0.9347020606656654,0.9999997996974109,0.8999839189517168,27115/2788/5582/196883,4
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,4/783,59/6540,0.06779661016949153,0.5662705370478602,-1.2341341063024425,0.9347020606656654,0.9999997996974109,0.8999839189517168,3728/5292/83439/3815,4
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,10/783,124/6540,0.08064516129032258,0.6735879372141885,-1.3532664031969717,0.938969054990495,0.9999997996974109,0.8999839189517168,250/3620/129607/23475/23057/195814/349565/145226/169355/212,10
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,12/783,146/6540,0.0821917808219178,0.6865060620374743,-1.4127252067599516,0.9446840267793275,0.9999997996974109,0.8999839189517168,3486/7042/3133/1030/3134/8878/22808/6237/4776/4616/1026/3569,12
Human Diseases,Neurodegenerative disease,hsa05017,Spinocerebellar ataxia,10/783,126/6540,0.07936507936507936,0.6628960651949157,-1.409039122240213,0.9460409507075036,0.9999997996974109,0.8999839189517168,489/55062/8408/6310/2903/5582/146227/5602/23236/2911,10
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,5/783,76/6540,0.06578947368421052,0.5495059487799959,-1.4567452736985413,0.958822058486313,0.9999997996974109,0.8999839189517168,7042/1643/4616/1026/25759,5
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,3/783,53/6540,0.05660377358490566,0.4727824766861852,-1.421164195523222,0.9614334887705813,0.9999997996974109,0.8999839189517168,3133/3134/6442,3
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,7/783,100/6540,0.07,0.5846743295019158,-1.5434205420567657,0.9636676139990084,0.9999997996974109,0.8999839189517168,868/1326/10451/7124/10125/5602/919,7
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,8/783,111/6540,0.07207207207207207,0.6019812916364641,-1.5596663328100355,0.9639251060590344,0.9999997996974109,0.8999839189517168,2903/2788/5582/84699/5602/815/23236/50632,8
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,11/783,143/6540,0.07692307692307693,0.6424992631889184,-1.5940253346552262,0.9643388140309878,0.9999997996974109,0.8999839189517168,51085/1649/5465/3643/8660/1571/7124/3569/56901/5602/3553,11
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,9/783,123/6540,0.07317073170731707,0.6111578357162881,-1.6054556866563245,0.9668819438926606,0.9999997996974109,0.8999839189517168,79660/868/80201/2872/3643/8660/25759/5602/10891,9
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,1/783,27/6540,0.037037037037037035,0.30935149709096066,-1.3261322988479538,0.9682663761824977,0.9999997996974109,0.8999839189517168,166824,1
Organismal Systems,Endocrine system,hsa04922,Glucagon signaling pathway,6/783,91/6540,0.06593406593406594,0.5507136541619301,-1.5916081814780962,0.9691493299489202,0.9999997996974109,0.8999839189517168,5465/2642/84699/815/23236/10891,6
NA,NA,hsa04517,IgSF CAM signaling,20/783,237/6540,0.08438818565400844,0.7048515123591509,-1.706787747904982,0.9695519690102783,0.9999997996974109,0.8999839189517168,4133/10398/3690/81607/7846/55558/10451/3897/23705/653857/5582/342035/347733/6585/91807/54413/5602/4868/94030/57524,20
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,37/783,402/6540,0.09203980099502487,0.768761556203656,-1.7648104124034028,0.9708093790611709,0.9999997996974109,0.8999839189517168,10133/53349/7318/89953/7846/489/55062/65018/8878/1649/8408/317/6310/5630/84557/2903/778/440738/7124/4137/5582/10023/201625/8632/27019/54361/347733/147700/3569/56901/56171/5602/815/23236/1128/3553/2911,37
Metabolism,Carbohydrate metabolism,hsa00030,Pentose phosphate pathway,1/783,29/6540,0.034482758620689655,0.2880169110846875,-1.417043768587558,0.9754383440694401,0.9999997996974109,0.8999839189517168,8277,1
Genetic Information Processing,"Folding, sorting and degradation",hsa03060,Protein export,1/783,29/6540,0.034482758620689655,0.2880169110846875,-1.417043768587558,0.9754383440694401,0.9999997996974109,0.8999839189517168,164153,1
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,3/783,58/6540,0.05172413793103448,0.43202536662703134,-1.60223737535401,0.9762235139528267,0.9999997996974109,0.8999839189517168,51268/23127/93166,3
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,7/783,106/6540,0.0660377358490566,0.5515795561338828,-1.7164701035977212,0.976815203219797,0.9999997996974109,0.8999839189517168,8408/3643/8660/6319/84699/10891/948,7
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,10/783,140/6540,0.07142857142857142,0.5966064586754242,-1.779268156774855,0.9783564624805824,0.9999997996974109,0.8999839189517168,58528/57600/201163/64121/8408/3643/64798/7124/5582/54361,10
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,10/783,140/6540,0.07142857142857142,0.5966064586754242,-1.779268156774855,0.9783564624805824,0.9999997996974109,0.8999839189517168,7042/3398/27113/83439/3993/154796/54361/8200/1496/166824,10
Human Diseases,Infectious disease: bacterial,hsa05110,Vibrio cholerae infection,2/783,47/6540,0.0425531914893617,0.35542512431727397,-1.6354528804204214,0.9818425459160784,0.9999997996974109,0.8999839189517168,245972/50617,2
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,7/783,111/6540,0.06306306306306306,0.526733630181906,-1.8545299704412799,0.9842565259246231,0.9999997996974109,0.8999839189517168,4804/4145/6272/25759/398/5602/815,7
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,5/783,89/6540,0.056179775280898875,0.469241034913255,-1.8591620934855024,0.986259620345624,0.9999997996974109,0.8999839189517168,1026/196883/25759/5602/28514,5
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,13/783,180/6540,0.07222222222222222,0.6032354193273733,-1.9905771996250134,0.987116495761184,0.9999997996974109,0.8999839189517168,5337/6648/1545/1571/2946/3162/1543/8644/2938/56901/5602/1544/2939,13
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,27/783,325/6540,0.08307692307692308,0.6938992042440317,-2.0874880960938165,0.988227321439134,0.9999997996974109,0.8999839189517168,89953/348/7846/489/55062/83464/1649/8408/317/3643/8660/2903/778/7124/4137/10023/4035/54361/347733/147700/3569/56901/5602/23236/1128/3553/29986,27
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,4/783,79/6540,0.05063291139240506,0.42291090741549053,-1.9030271136499644,0.9890637782713998,0.9999997996974109,0.8999839189517168,10125/7097/238/919,4
Human Diseases,Infectious disease: bacterial,hsa05100,Bacterial invasion of epithelial cells,3/783,67/6540,0.04477611940298507,0.37399210842340025,-1.8993405524170486,0.9903301295483201,0.9999997996974109,0.8999839189517168,653857/25759/1496,3
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,2/783,53/6540,0.03773584905660377,0.3151883177907901,-1.8459740057852023,0.990667772882389,0.9999997996974109,0.8999839189517168,6319/79993,2
Human Diseases,Substance dependence,hsa05034,Alcoholism,5/783,94/6540,0.05319148936170213,0.4442814053965925,-2.001299744462097,0.9911749514559849,0.9999997996974109,0.8999839189517168,10014/2903/2788/84699/25759,5
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,7/783,120/6540,0.058333333333333334,0.4872286079182631,-2.0906692496935575,0.9923610296721925,0.9999997996974109,0.8999839189517168,90/3718/3398/3399/54361/83729/3198,7
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,4/783,84/6540,0.047619047619047616,0.3977376391169494,-2.0487173219115453,0.9932031681160347,0.9999997996974109,0.8999839189517168,132864/22849/196883/5602,4
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,24/783,313/6540,0.07667731629392971,0.6404465498879952,-2.4040009297672738,0.995662223551139,0.9999997996974109,0.8999839189517168,10133/89953/7846/55062/65018/8878/1649/283/8408/317/834/5630/84557/2903/440738/7124/201625/8632/27019/347733/147700/56901/56171/94026,24
Genetic Information Processing,Replication and repair,hsa03420,Nucleotide excision repair,2/783,60/6540,0.03333333333333333,0.2784163473818646,-2.0706812119362916,0.9957643001156138,0.9999997996974109,0.8999839189517168,1643/2074,2
Genetic Information Processing,Replication and repair,hsa03410,Base excision repair,1/783,43/6540,0.023255813953488372,0.194243963289673,-1.9548786219852619,0.9959224332296945,0.9999997996974109,0.8999839189517168,79661,1
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,15/783,222/6540,0.06756756756756757,0.5643574609091851,-2.4353163922683922,0.9967007652163982,0.9999997996974109,0.8999839189517168,89953/7846/1649/317/2903/778/6352/7124/84699/347733/147700/3569/56901/5602/3553,15
